dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,tema,indexacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,regime,assuntoGeral,norma,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,linksOrigem,acompanhamento,local,arquivamento,autoresEstruturados,observacao,legislacaoCitada,linkLegislacao.url,linkLegislacao.rotulo,tipoTramitacao.codigo,tipoTramitacao.nome,tipoTramitacao.listaFaseTramitacao,faseAtual.codTipoTramitacao,faseAtual.codigo,faseAtual.nome,faseAtual.ordem,faseAtual.descricao
Remissivo,PROJETO DE LEI,PL,1935,1985,GOVERNADOR DO ESTADO,"DÁ NOVA REDAÇÃO AO ARTIGO 1 DA LEI 8792, DE 27 DE ABRIL DE 1985, QUE
AUTORIZA O PODER EXECUTIVO A DOAR IMÓVEL AO DEPARTAMENTO DE ÁGUAS E
ENERGIA ELÉTRICA DO ESTADO DE MINAS GERAIS - DAE, HOJE DENOMINADO
DEPARTAMENTO DE ÁGUAS E ENERGIA DO ESTADO DE MINAS GERAIS - DAE.
(ALTERAÇÃO DA METRAGEM DO IMÓVEL BEM COMO SUAS CONFRONTAÇÕES.)",NA,"ALTERAÇÃO, LEI ESTADUAL, AUTORIZAÇÃO, EXECUTIVO, DOAÇÃO, IMÓVEL,
MUNICÍPIO, BELO HORIZONTE, DESTINAÇÃO, CONSTRUÇÃO, INSTALAÇÕES,
(DAE-MG).
ALTERAÇÃO, DADOS, LIMITE GEOGRÁFICO, IMÓVEL.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1985-11-14,000147421,PL. 1935 1985 - PROJETO DE LEI,,NA,IMÓVEL,LEI 9128 1986 - LEI ORDINÁRIA,20120423,1611,rosanacf,1985-11-12,"list(passo = 1, data = ""1985-11-12"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 12 3 1986\nREDAÇÃO FINAL\nAPROVAÇÃO: 14 3 1986\nCOMISSÕES:\nJUSTIÇA, ECONOMIA E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. MENDES BARROS\nPUBLICAÇÃO: 8 3 1986\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ MOISÉS\nPUBLICAÇÃO: 18 3 1986\nSANCIONADO\nPUBLICAÇÃO DA LEI: 8 4 1986"")",list(),list(),"list(descricao = ""MSG 866 1985"")",N,NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/9128/1986,LEI 9128 1986 - LEI ORDINÁRIA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1934,1985,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A REVERTER IMÓVEL AO MUNICÍPIO DE RIBEIRÃO
DAS NEVES.",NA,"AUTORIZAÇÃO, EXECUTIVO, REVERSÃO, IMÓVEL, MUNICÍPIO, RIBEIRÃO DAS NEVES.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1985-11-13,000147422,PL. 1934 1985 - PROJETO DE LEI,,NA,IMÓVEL,LEI 9091 1985 - LEI ORDINÁRIA,20120529,1721,rosanacf,1985-11-11,"list(passo = 1, data = ""1985-11-11"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 29 11 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: 29 11 1985\nCOMISSÕES:\nJUSTIÇA, ECONOMIA E FINANÇAS - REUNIÃO CONJUNTA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. JOSÉ MOISÉS\nPUBLICAÇÃO: 28 11 1985\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. RONALDO CARVALHO\nPUBLICAÇÃO: 3 12 1985\nSANCIONADO\nPUBLICAÇÃO DA LEI: 17 12 1985"")",list(),list(),"list(descricao = ""MSG 860 1985"")",N,NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/9091/1985,LEI 9091 1985 - LEI ORDINÁRIA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1933,1985,DEPUTADO JOSÉ LAVIOLA                      PMDB,"AUTORIZA O PODER EXECUTIVO A FAZER REVERTER IMÓVEL QUE MENCIONA AO
MUNICÍPIO DE CONCEIÇÃO DE IPANEMA. (OBJETIVO: CONSTRUÇÃO DE
INSTALAÇÕES MUNICIPAIS).",NA,"AUTORIZAÇÃO, EXECUTIVO, REVERSÃO, IMÓVEL, MUNICÍPIO, CONCEIÇÃO DE
IPANEMA, DESTINAÇÃO, INSTALAÇÕES, ADMINISTRAÇÃO MUNICIPAL.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1985-11-12,000147444,PL. 1933 1985 - PROJETO DE LEI,1471,NA,IMÓVEL,LEI 9115 1985 - LEI ORDINÁRIA,20120529,1723,rosanacf,1985-11-08,"list(passo = 1, data = ""1985-11-08"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 18 11 1985\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 28 11 1985\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 30 11 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 11 1985\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ROBERTO LUIZ SOARES\nPUBLICAÇÃO: 22 11 1985\nECONOMIA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MENDES BARROS\nPUBLICAÇÃO: 22 11 1985\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. PAULO ARAÚJO\nPUBLICAÇÃO: 22 11 1985\nECONOMIA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. RONALDO CARVALHO\nPUBLICAÇÃO: 10 12 1985\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. WAINER ÁVILA\nPUBLICAÇÃO: 6 12 1985\nSANCIONADO\nPUBLICAÇÃO DA LEI: 20 12 1985"")",list(),list(),NULL,N,NA,NA,"list(id = 1471, nome = ""DEPUTADO JOSÉ LAVIOLA"", partido = ""PMDB"")",NA,NA,/legislacao/mineira/LEI/9115/1985,LEI 9115 1985 - LEI ORDINÁRIA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1911,1985,DEPUTADO JOSÉ HONÓRIO                      PDS,"DECLARA A VANGUARDA DO BRASIL - VB, ENTIDADE SEDIADA EM CARMO DA
CACHOEIRA, ESTADO DE MINAS GERAIS, COMO ENTIDADE DE UTILIDADE
PÚBLICA.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, CARMO DA CACHOEIRA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1985-11-09,000147446,PL. 1911 1985 - PROJETO DE LEI,787,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 9254 1986 - LEI ORDINÁRIA,20120126,1029,rosanacf,1985-11-07,"list(passo = 1, data = ""1985-11-07"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 30 11 1985\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 18 6 1986\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 4 8 1986\nREDAÇÃO FINAL\nAPROVAÇÃO: 15 8 1986\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. KEMIL KUMAIRA\nPUBLICAÇÃO: 11 6 1986\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. HUGO CAMPOS\nPUBLICAÇÃO: 4 7 1986\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. WAINER ÁVILA\nPUBLICAÇÃO: 21 8 1986\nSANCIONADO\nPUBLICAÇÃO DA LEI: 9 9 1986"")",list(),list(),NULL,N,NA,NA,"list(id = 787, nome = ""DEPUTADO JOSÉ HONÓRIO"", partido = ""PDS"")",NA,NA,/legislacao/mineira/LEI/9254/1986,LEI 9254 1986 - LEI ORDINÁRIA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1909,1985,DEPUTADO GERALDO RIBEIRO                   PMDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO DOS SERVIDORES DA
COBAL - ASBAL, DE CONTAGEM, COM SEDE NO DISTRITO FEDERAL.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, CONTAGEM.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1985-11-09,000147447,PL. 1909 1985 - PROJETO DE LEI,2797,NA,UTILIDADE PÚBLICA,NA,20120126,1029,rosanacf,1985-11-07,"list(passo = 1, data = ""1985-11-07"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 30 11 1986\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,ARQUIVO,19870131,"list(id = 2797, nome = ""DEPUTADO GERALDO RIBEIRO"", partido = ""PMDB"")",NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1908,1985,DEPUTADO JOÃO PEDRO GUSTIN                 PSDB,"DISPÕE SOBRE CONTAGEM PROPORCIONAL DE TEMPO PARA FINS DE
APOSENTADORIA PARA O FUNCIONÁRIO DOS QUADROS PERMANENTE E
SUPLEMENTAR EGRESSO DO MAGISTÉRIO. (FICA ASSEGURADO O DIREITO A
CONTAGEM DE TEMPO NA PROPORÇÃO DE 35/30 (TRINTA E CINCO TRINTA
AVOS), SE DO SEXO MASCULINO, E 30/25 (TRINTA VINTE E CINCO AVOS),
SE DO SEXO FEMININO, POR ANO DE EXERCÍCIO, PARA FINS DE
APOSENTADORIA).",NA,NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1985-11-09,000147448,PL. 1908 1985 - PROJETO DE LEI,1462,NA,NA,NA,20090521,1636,m17663,1985-11-07,"list(passo = 1, data = ""1985-11-07"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 2 4 1986\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 29 8 1986\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,ARQUIVO,19870131,"list(id = 1462, nome = ""DEPUTADO JOÃO PEDRO GUSTIN"", partido = ""PSDB"")",NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1907,1985,DEPUTADO WAINER ÁVILA                      PMDB,"AUTORIZA O PODER EXECUTIVO A DOAR TERRENO DE PROPRIEDADE DA
SECRETARIA DE ESTADO DA SEGURANÇA PÚBLICA, LOCALIZADO NA CIDADE
DE ARCOS. (DOAÇÃO À SOCIEDADE RECREATIVA ARCOENSE).",NA,NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1985-11-09,000147449,PL. 1907 1985 - PROJETO DE LEI,2817,NA,NA,NA,20090521,1630,m17663,1985-11-07,"list(passo = 1, data = ""1985-11-07"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 18 11 1985\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,ARQUIVO,19870131,"list(id = 2817, nome = ""DEPUTADO WAINER ÁVILA"", partido = ""PMDB"")",NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1906,1985,DEPUTADO HUGO CAMPOS                       PDS,"DÁ A DENOMINAÇÃO DE MANOEL ROMUALDO DE LIMA À ESCOLA ESTADUAL CÔNEGO
JOSÉ ERMELINDO DE SOUZA, DA CIDADE DE ARAPONGA.",NA,"DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, ARAPONGA.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1985-11-09,000147450,PL. 1906 1985 - PROJETO DE LEI,2798,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,20120423,1612,rosanacf,1985-11-07,"list(passo = 1, data = ""1985-11-07"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 30 11 1985\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,ARQUIVO,19870131,"list(id = 2798, nome = ""DEPUTADO HUGO CAMPOS"", partido = ""PDS"")",NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1897,1985,DEPUTADO NÍLSON GONTIJO                    PMDB,"CONCEDE O TÍTULO DE CIDADÃO HONORÁRIO DO ESTADO DE MINAS GERAIS A CLÓVIS
JOSÉ DE AZEVEDO.","COMUNICAÇÃO
ESPORTE E LAZER","CONCESSÃO HONORÍFICA, CIDADANIA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1985-11-07,000147460,PL. 1897 1985 - PROJETO DE LEI,1186,DELIBERAÇÃO DE PLENÁRIO,"COMUNICAÇÃO
ESPORTE E LAZER
HOMENAGEM",LEI 9275 1986 - LEI ORDINÁRIA,20151014,1649,malves,1985-11-05,"list(passo = 1, data = ""1985-11-05"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 18 11 1985\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 11 6 1986\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 29 8 1986\nREDAÇÃO FINAL\nAPROVAÇÃO: 9 9 1986\nCOMISSÕES:\nCONSELHO DA MEDALHA DA INCONFIDÊNCIA\nRELATOR: CONSELHEIRO JOSÉ GERALDO DE FARIA\nPARECER FAVORÁVEL\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 4 6 1986\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. GERALDO RIBEIRO\nPUBLICAÇÃO: 4 7 1986\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. PAULO FERRAZ\nPUBLICAÇÃO: 20 9 1986\nSANCIONADO\nPUBLICAÇÃO DA LEI: 4 10 1986"")",list(),list(),NULL,N,NA,NA,"list(id = 1186, nome = ""DEPUTADO NÍLSON GONTIJO"", partido = ""PMDB"")",NA,NA,/legislacao/mineira/LEI/9275/1986,LEI 9275 1986 - LEI ORDINÁRIA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1896,1985,DEPUTADO JOSÉ MARIA CHAVES                 PMDB,"DÁ A DENOMINAÇÃO DE ESCOLA ESTADUAL DR. TANCREDO DE ALMEIDA NEVES À
ESCOLA ESTADUAL LIONS CLUBE, LOCALIZADA NO BAIRRO JARDIM CENTENÁRIO, NO
MUNICÍPIO DE POÇOS DE CALDAS.",NA,"ALTERAÇÃO, DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, POÇOS DE
CALDAS.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1985-11-07,000147461,PL. 1896 1985 - PROJETO DE LEI,2805,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,20120423,1613,rosanacf,1985-11-05,"list(passo = 1, data = ""1985-11-05"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 30 11 1985\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,ARQUIVO,19870131,"list(id = 2805, nome = ""DEPUTADO JOSÉ MARIA CHAVES"", partido = ""PMDB"")",NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1895,1985,DEPUTADO SÍLVIO MITRE                      PSDB,"DECLARA DE UTILIDADE PÚBLICA O CLUBE DE PESCA DE OLIVEIRA,
SEDIADO EM OLIVEIRA.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, OLIVEIRA.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1985-11-07,000147462,PL. 1895 1985 - PROJETO DE LEI,2815,NA,UTILIDADE PÚBLICA,NA,20120126,1030,rosanacf,1985-11-05,"list(passo = 1, data = ""1985-11-05"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 30 11 1985\nARQUIVADO, FINAL DE LEGISLATURA.\nDESARQUIVADO A REQUERIMENTO DO AUTOR.\nRECEBEU O NÚMERO PL 60 1987"")","list(expressao = ""(PL adj '60' adj 1987[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 60 1987"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+%2760%27+adj+1987%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 60, ano = 1987)",list(),NULL,N,ARQUIVO,19870131,"list(id = 2815, nome = ""DEPUTADO SÍLVIO MITRE"", partido = ""PSDB"")",NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1894,1985,DEPUTADO SÍLVIO MITRE                      PSDB,"DECLARA DE UTILIDADE PÚBLICA A CASA DE CARIDADE DE ALFENAS NOSSA
SENHORA DO PERPÉTUO SOCORRO, SEDIADA EM ALFENAS.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, ALFENAS.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1985-11-07,000147463,PL. 1894 1985 - PROJETO DE LEI,2815,NA,UTILIDADE PÚBLICA,NA,20120126,1030,rosanacf,1985-11-05,"list(passo = 1, data = ""1985-11-05"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 30 11 1985\nARQUIVADO, FINAL DE LEGISLATURA.\nDESARQUIVADO A PEDIDO DO AUTOR.\nRECEBEU O NÚMERO PL 436 1987."")","list(expressao = ""(PL adj '436' adj 1987[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 436 1987"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+%27436%27+adj+1987%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 436, ano = 1987)",list(),NULL,N,ARQUIVO,19870131,"list(id = 2815, nome = ""DEPUTADO SÍLVIO MITRE"", partido = ""PSDB"")",NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1893,1985,DEPUTADO JOSÉ PEREIRA                      PMDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO DOS PROFESSORES
ESTADUAIS DE ITAJUBÁ - APEI, COM SEDE NA CIDADE DE ITAJUBÁ.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, ITAJUBÁ.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1985-11-07,000147464,PL. 1893 1985 - PROJETO DE LEI,2040,NA,UTILIDADE PÚBLICA,NA,20120126,1031,rosanacf,1985-11-05,"list(passo = 1, data = ""1985-11-05"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 30 11 1985\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,ARQUIVO,19870131,"list(id = 2040, nome = ""DEPUTADO JOSÉ PEREIRA"", partido = ""PMDB"")",NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1892,1985,DEPUTADO JOSÉ BONIFÁCIO FILHO              PDS,"DÁ A DENOMINAÇÃO DE ESCOLA ESTADUAL JANUÁRIO PEREIRA BARBOSA À ESCOLA
ESTADUAL DE CAMPINHO, MUNICÍPIO DE CARANAÍBA.",NA,"DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, CARANAÍBA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1985-11-07,000147465,PL. 1892 1985 - PROJETO DE LEI,1697,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 9316 1986 - LEI ORDINÁRIA,20120423,1614,rosanacf,1985-11-05,"list(passo = 1, data = ""1985-11-05"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 30 11 1985\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 29 8 1986\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 19 9 1986\nREDAÇÃO FINAL\nAPROVAÇÃO: 24 9 1986\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ MARIA BORGES\nPUBLICAÇÃO: 23 8 1986\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. ADEMIR LUCAS\nPUBLICAÇÃO: 18 9 1986\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. ADEMIR LUCAS\nPUBLICAÇÃO: 1 10 1986\nSANCIONADO\nPUBLICAÇÃO DA LEI: 11 11 1986"")",list(),list(),NULL,N,NA,NA,"list(id = 1697, nome = ""DEPUTADO JOSÉ BONIFÁCIO FILHO"", partido = ""PDS"")",NA,NA,/legislacao/mineira/LEI/9316/1986,LEI 9316 1986 - LEI ORDINÁRIA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1891,1985,GOVERNADOR DO ESTADO,AUTORIZA O PODER EXECUTIVO A REVERTER IMÓVEL AO MUNICÍPIO DE ALTEROSA.,NA,"AUTORIZAÇÃO, EXECUTIVO, REVERSÃO, IMÓVEL, MUNICÍPIO, ALTEROSA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1985-11-08,000147451,PL. 1891 1985 - PROJETO DE LEI,,NA,IMÓVEL,LEI 9096 1985 - LEI ORDINÁRIA,20120530,1441,rosanacf,1985-11-08,"list(passo = 1, data = ""1985-11-08"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 29 11 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 11 1985\nCOMISSÕES:\nJUSTIÇA, ECONOMIA E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. MENDES BARROS\nPUBLICAÇÃO: 28 11 1985\nREDAÇÃO\nREDAÇÃO FINAL\nRELATORA: DEP. VERA COUTINHO\nPUBLICAÇÃO: 6 12 1985\nSANCIONADO\nPUBLICAÇÃO DA LEI: 18 12 1985"")",list(),list(),"list(descricao = ""MSG 847 1985"")",N,NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/9096/1985,LEI 9096 1985 - LEI ORDINÁRIA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1890,1985,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A REVERTER IMÓVEL AO PATRIMÔNIO DO
MUNICÍPIO DE ALTEROSA.",NA,"AUTORIZAÇÃO, EXECUTIVO, REVERSÃO, IMÓVEL, MUNICÍPIO, ALTEROSA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1985-11-02,000147466,PL. 1890 1985 - PROJETO DE LEI,,NA,IMÓVEL,LEI 9090 1985 - LEI ORDINÁRIA,20120530,1442,rosanacf,1985-10-31,"list(passo = 1, data = ""1985-10-31"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 29 11 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: 29 11 1985\nCOMISSÕES:\nJUSTIÇA, ECONOMIA E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. JOSÉ MOISÉS\nPUBLICAÇÃO: 20 11 1985\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. RONALDO CARVALHO\nPUBLICAÇÃO: 3 12 1985\nSANCIONADO\nPUBLICAÇÃO DA LEI: 17 12 1985"")",list(),list(),"list(descricao = ""MSG 821 1985"")",N,NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/9090/1985,LEI 9090 1985 - LEI ORDINÁRIA,NA,NA,NULL,NA,NA,NA,NA,NA
