dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,indexacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,regime,assuntoGeral,norma,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,acompanhamento,autoresEstruturados,local,arquivamento,linksOrigem,tema,observacao,linkLegislacao.url,linkLegislacao.rotulo
Remissivo,PROJETO DE LEI,PL,900,1980,DEPUTADO JOSÉ BONIFÁCIO FILHO              PDS,REGULA A AQUISIÇÃO DE CARROS OFICIAIS.,NA,REJEITADO,RJTDO,PROPOSIÇÕES REJEITADAS,MRJTD,1980-10-23,000150784,PL. 900 1980 - PROJETO DE LEI,1697,DELIBERAÇÃO DE PLENÁRIO,NA,NA,19980101,NA,Carga,1980-10-21,"list(passo = 1, data = ""1980-10-21"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 24 3 1981\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NARCISO MICHELLI\nPUBLICAÇÃO: 7 5 1981\nECONOMIA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 7 5 1981\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MENDES BARROS\nPUBLICAÇÃO: 7 5 1981\nARQUIVADO, NOS TERMOS DO ART. 190 DO REGIMENTO INTERNO."")",list(),list(),N,"list(id = 1697, nome = ""DEPUTADO JOSÉ BONIFÁCIO FILHO"", partido = ""PDS"")",NA,NA,NULL,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,899,1980,DEPUTADO RONALDO CANEDO                    ARENA,"ALTERA A DENOMINAÇÃO DA ESCOLA ESTADUAL 12 DE OUTUBRO, NO MUNICÍPIO DE
VISCONDE DO RIO BRANCO.","ALTERAÇÃO, DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, VISCONDE
DO RIO BRANCO.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1980-10-21,000150785,PL. 899 1980 - PROJETO DE LEI,1170,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 7893 1980 - LEI ORDINÁRIA,20120508,1515,rosanacf,1980-10-17,"list(passo = 1, data = ""1980-10-17"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 23 10 1980\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 27 11 1980\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 1 12 1980\nREDAÇÃO FINAL\nAPROVAÇÃO: 2 12 1980\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MÁRIO PACHECO\nPUBLICAÇÃO: 8 11 1980\nJUSTIÇA\nTERCEIR DISCUSSÃO\nRELATOR: DEP. MÁRIO PACHECO\nPUBLICAÇÃO: 29 11 1980\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: (NÃO CONSTA)\nSANCIONADO\nPUBLICAÇÃO DA LEI: 19 12 1980"")",list(),list(),N,"list(id = 1170, nome = ""DEPUTADO RONALDO CANEDO"", partido = ""ARENA"")",NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/7893/1980,LEI 7893 1980 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,898,1980,DEPUTADO NARCÉLIO MENDES                   PDS,"DECLARA DE UTILIDADE PÚBLICA O CLUBE SOCIAL DE MERCÊS, COM SEDE
EM MERCÊS.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, MERCÊS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1980-10-21,000150786,PL. 898 1980 - PROJETO DE LEI,1465,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7907 1981 - LEI ORDINÁRIA,20120202,0937,rosanacf,1980-10-17,"list(passo = 1, data = ""1980-10-17"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 23 10 1980\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 28 11 1980\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 5 12 1980\nREDAÇÃO FINAL\nAPROVAÇÃO: 5 12 1980\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. GERALDO DA COSTA PEREIRA\nPUBLICAÇÃO: (NÃO CONSTA)\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. ROBERTO JUNQUEIRA\nPUBLICAÇÃO: 3 12 1980\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 12 12 1980\nSANCIONADO\nPUBLICAÇÃO DA LEI: 9 1 1981"")",list(),list(),N,"list(id = 1465, nome = ""DEPUTADO NARCÉLIO MENDES"", partido = ""PDS"")",NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/7907/1981,LEI 7907 1981 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,897,1980,DEPUTADO SÉRGIO EMÍLIO                     PMDB,"AUTORIZA O PODER EXECUTIVO A INSTITUIR NO CURRÍCULO DO SEGUNDO
GRAU PROGRAMA EDUCATIVO DE PREVENÇÃO DO USO DE TOXICOS.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1980-10-18,000150787,PL. 897 1980 - PROJETO DE LEI,2052,NA,NA,NA,20090330,1405,m17663,1980-10-16,"list(passo = 1, data = ""1980-10-16"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 24 3 1981\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 2052, nome = ""DEPUTADO SÉRGIO EMÍLIO"", partido = ""PMDB"")",ARQUIVO,19830131,NULL,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,896,1980,DEPUTADO RAIMUNDO ALBERGARIA               PDS,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO ARTÍSTICA CORAL DE ALMENARA,
COM SEDE EM ALMENARA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, ALMENARA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1980-10-18,000150788,PL. 896 1980 - PROJETO DE LEI,1698,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7906 1981 - LEI ORDINÁRIA,20120202,0938,rosanacf,1980-10-16,"list(passo = 1, data = ""1980-10-16"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 23 10 1980\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 28 11 1980\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 5 12 1980\nREDAÇÃO FINAL\nAPROVAÇÃO: 5 12 1980\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. CÍCERO DUMONT\nPUBLICAÇÃO: (NÃO CONSTA)\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. NARCISO MICHELLI\nPUBLICAÇÃO: 3 12 1980\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 12 12 1980\nSANCIONADO\nPUBLICAÇÃO DA LEI: 9 1 1981"")",list(),list(),N,"list(id = 1698, nome = ""DEPUTADO RAIMUNDO ALBERGARIA"", partido = ""PDS"")",NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/7906/1981,LEI 7906 1981 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,895,1980,DEPUTADO JOÃO FERRAZ                       PDS,"CONSIDERA OS MUNICÍPIOS DE GOUVEIA E PRESIDENTE KUBITSCHEK DE
ÁREA DE AÇÃO DA CODEVALE.",NA,PROJETO VETADO TOTALMENTE,PVETO,PROPOSIÇÕES APROVADAS,MAPRV,1980-10-18,000150789,PL. 895 1980 - PROJETO DE LEI,1171,DELIBERAÇÃO DE PLENÁRIO,NA,NA,19980101,NA,Carga,1980-10-16,"list(passo = 1, data = ""1980-10-16"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 30 10 1980\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 1 12 1980\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 4 12 1980\nREDAÇÃO FINAL\nAPROVAÇÃO: 5 12 1980\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. CÍCERO DUMONT\nPUBLICAÇÃO: 28 11 1980\nASSUNTOS MUNICIPAIS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ARTUR FAGUNDES\nPUBLICAÇÃO: 28 11 1980\nASSUNTOS MUNICIPAIS\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOSÉ LAVIOLA\nPUBLICAÇÃO: (NÃO CONSTA)\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. LUIZ JUNQUEIRA\nPUBLICAÇÃO: 13 12 1980\nVETADO TOTALMENTE\nPUBLICAÇÃO DAS RAZÕES DO VETO EM 9 1 1981.\nVETO MANTIDO."")",list(),list(),N,"list(id = 1171, nome = ""DEPUTADO JOÃO FERRAZ"", partido = ""PDS"")",NA,NA,NULL,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,894,1980,DEPUTADO LUIZ ALBERTO RODRIGUES            PMDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO DE PAIS E AMIGOS DOS
EXCEPCIONAIS - APAE, DE PRATA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, PRATA.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1980-10-18,000150790,PL. 894 1980 - PROJETO DE LEI,2042,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,NA,20120202,0939,rosanacf,1980-10-16,"list(passo = 1, data = ""1980-10-16"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 23 10 1980\nANEXADO AO PROJETO DE LEI 229 1979, NOS TERMOS DO ART. 168,\nPARÁGRAFO ÚNICO, DO REGIMENTO INTERNO, EM 28 10 1980.\nPL 229 1979: TRANSFORMADO NA LEI 7889 1980."")","list(expressao = ""(PL adj '229' adj 1979[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 229 1979"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+%27229%27+adj+1979%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 229, ano = 1979)",list(),N,"list(id = 2042, nome = ""DEPUTADO LUIZ ALBERTO RODRIGUES"", partido = ""PMDB"")",NA,NA,NULL,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,893,1980,DEPUTADO SÉRGIO EMÍLIO                     PMDB,"DECLARA DE UTILIDADE PÚBLICA O CLUBE MINEIRO DE CRIADORES DE PÁSSAROS,
COM SEDE EM BELO HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1980-10-18,000150791,PL. 893 1980 - PROJETO DE LEI,2052,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7923 1981 - LEI ORDINÁRIA,20120202,0939,rosanacf,1980-10-16,"list(passo = 1, data = ""1980-10-16"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 23 10 1980\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 5 12 1980\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 10 4 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: 22 4 1981\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. CÍCERO DUMONT\nPUBLICAÇÃO: (NÃO CONSTA)\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. NARCISO MICHELLI\nPUBLICAÇÃO: 4 4 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. CYRO MACIEL\nPUBLICAÇÃO: 15 4 1981\nSANCIONADO\nPUBLICAÇÃO DA LEI: 13 5 1981"")",list(),list(),N,"list(id = 2052, nome = ""DEPUTADO SÉRGIO EMÍLIO"", partido = ""PMDB"")",NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/7923/1981,LEI 7923 1981 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,892,1980,DEPUTADO ADEMIR LUCAS                      PMDB,"DENOMINA DE ESCOLA ESTADUAL VEREADOR JOSÉ CUSTÓDIO A UNIDADE ESCOLAR
QUE MENCIONA, EM CONTAGEM.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, CONTAGEM.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1980-10-15,000150792,PL. 892 1980 - PROJETO DE LEI,2030,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 7941 1981 - LEI ORDINÁRIA,20120508,1517,rosanacf,1980-10-13,"list(passo = 1, data = ""1980-10-13"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 23 10 1980\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 10 4 1981\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 11 5 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: 13 5 1981\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NARCISO MICHELLI\nPUBLICAÇÃO: 4 4 1981\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. CÁSSIO GONÇALVES\nPUBLICAÇÃO: 25 4 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. FÚLVIO FONTOURA\nPUBLICAÇÃO: 15 5 1981\nSANCIONADO\nPUBLICAÇÃO DA LEI: 3 6 1981"")",list(),list(),N,"list(id = 2030, nome = ""DEPUTADO ADEMIR LUCAS"", partido = ""PMDB"")",NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/7941/1981,LEI 7941 1981 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,891,1980,DEPUTADO MENDES BARROS                     PMDB,"DECLARA DE UTILIDADE PÚBLICA A CONFRATERNIZAÇÃO DE SANTA LUZIA DA
SOCIEDADE DE SÃO VICENTE DE PAULO, DA CIDADE DE VILA MATIAS.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, MATIAS LOBATO.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1980-10-14,000150794,PL. 891 1980 - PROJETO DE LEI,1688,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7939 1981 - LEI ORDINÁRIA,20120202,0945,rosanacf,1980-10-10,"list(passo = 1, data = ""1980-10-10"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 23 10 1980\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 10 4 1981\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 11 5 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: 12 5 1981\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 4 4 1981\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. CÁSSIO GONÇALVES\nPUBLICAÇÃO: 25 4 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. CYRO MACIEL\nPUBLICAÇÃO: 14 5 1981\nSANCIONADO\nPUBLICAÇÃO DA LEI: 3 6 1981"")",list(),list(),N,"list(id = 1688, nome = ""DEPUTADO MENDES BARROS"", partido = ""PMDB"")",NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/7939/1981,LEI 7939 1981 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,890,1980,DEPUTADO JOÃO FERRAZ                       PDS,"DÁ A DENOMINAÇÃO DE DR. LUIZ SOARES DA ROCHA À ACADEMIA DE POLÍCIA
CIVIL DA SECRETARIA DA SEGURANÇA PÚBLICA DE MINAS GERAIS.","DENOMINAÇÃO, ACADEMIA DE POLÍCIA CIVIL DE MINAS GERAIS, (SSPMG).",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1980-10-14,000150795,PL. 890 1980 - PROJETO DE LEI,1171,NA,"SECRETARIA DE ESTADO
SEGURANÇA PÚBLICA
PRÓPRIO PÚBLICO",NA,20140211,1555,sheyla,1980-10-10,"list(passo = 1, data = ""1980-10-10"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 23 10 1980\nARQUIVADO, FINAL DA LEGISLATURA."")",list(),list(),N,"list(id = 1171, nome = ""DEPUTADO JOÃO FERRAZ"", partido = ""PDS"")",ARQUIVO,19830131,NULL,"ADMINISTRAÇÃO PÚBLICA
SEGURANÇA PÚBLICA",NA,NA,NA
Remissivo,PROJETO DE LEI,PL,889,1980,DEPUTADO RUFINO NETO                       MDB,"DECLARA DE UTILIDADE PÚBLICA O PALMEIRENSE FUTEBOL CLUBE, COM SEDE
EM BELO HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1980-10-11,000150796,PL. 889 1980 - PROJETO DE LEI,1935,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7904 1981 - LEI ORDINÁRIA,20120202,1001,rosanacf,1980-10-09,"list(passo = 1, data = ""1980-10-09"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 14 10 1980\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 23 10 1980\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 1 12 1980\nREDAÇÃO FINAL\nAPROVAÇÃO: 2 12 1980\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ADEMIR LUCAS\nPUBLICAÇÃO: 18 10 1980\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. GERALDO DA COSTA PEREIRA\nPUBLICAÇÃO: 4 11 1980\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 4 12 1980\nSANCIONADO\nPUBLICAÇÃO DA LEI: 6 1 1981"")",list(),list(),N,"list(id = 1935, nome = ""DEPUTADO RUFINO NETO"", partido = ""MDB"")",NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/7904/1981,LEI 7904 1981 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,888,1980,DEPUTADO HÉLIO RESENDE                     PFL,"DECLARA DE UTILIDADE PÚBLICA A SOCIEDADE MUSICAL SANTA CECÍLIA,
COM SEDE EM CONSELHEIRO LAFAIETE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, CONSELHEIRO LAFAIETE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1980-08-10,000150908,PL. 888 1980 - PROJETO DE LEI,2037,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7890 1980 - LEI ORDINÁRIA,20120202,1531,rosanacf,1980-08-10,"list(passo = 1, data = ""1980-08-10"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 14 10 1980\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 23 10 1980\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 1 12 1980\nREDAÇÃO FINAL\nAPROVAÇÃO: 2 12 1980\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MÁRIO PACHECO\nPUBLICAÇÃO: 18 10 1980\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: (NÃO CONSTA)\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 4 12 1980\nSANCIONADO\nPUBLICAÇÃO DA LEI: 12 12 1980"")",list(),list(),N,"list(id = 2037, nome = ""DEPUTADO HÉLIO RESENDE"", partido = ""PFL"")",NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/7890/1980,LEI 7890 1980 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,887,1980,DEPUTADO SYLO COSTA                        PDS,"ALTERA DISPOSIÇÕES DAS DELIBERAÇÕES 162, DE 13 8 1974 E 165, DE
3 12 1974, COM MODIFICAÇÕES POSTERIORES.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1980-10-09,000150797,PL. 887 1980 - PROJETO DE LEI,978,DELIBERAÇÃO DE PLENÁRIO,NA,LEI 7848 1980 - LEI ORDINÁRIA,19980101,NA,Carga,1980-10-07,"list(passo = 1, data = ""1980-10-07"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 9 10 1980\nEMENDA PUBLICADA NO DL EM 21 10 1980\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 20 10 1980\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 29 10 1980\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 10 1980\nCOMISSÕES:\nMESA DA ASSEMBLEIA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NARCÉLIO MENDES\nPUBLICAÇÃO: 16 10 1980\nMESA DA ASSEMBLEIA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. NÉLSON CARVALHO\nPUBLICAÇÃO: 25 10 1980\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EURÍPEDES CRAIDE\nPUBLICAÇÃO: 1 11 1980\nSANCIONADO\nPUBLICAÇÃO DA LEI: 12 11 1980"")",list(),list(),N,"list(id = 978, nome = ""DEPUTADO SYLO COSTA"", partido = ""PDS"")",NA,NA,NULL,NA,ASSISTENTE PARLAMENTAR.,/legislacao/mineira/LEI/7848/1980,LEI 7848 1980 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,886,1980,MESA DA ASSEMBLÉIA,"AUTORIZA O EXECUTIVO A ABRIR À ASSEMBLÉIA LEGISLATIVA DE MINAS
GERAIS O CRÉDITO ESPECIAL DE CR$ 380.000,00 À UNIÃO PARLAMENTAR
INTERNA - UPI.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1980-10-09,000150798,PL. 886 1980 - PROJETO DE LEI,,DELIBERAÇÃO DE PLENÁRIO,NA,LEI 7858 1980 - LEI ORDINÁRIA,20041222,NA,mhelena,1980-10-07,"list(passo = 1, data = ""1980-10-07"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 9 10 1980\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 16 10 1980\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 29 10 1980\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 10 1980\nCOMISSÕES:\nMESA DA ASSEMBLÉIA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. PEDRO NARCISO\nPUBLICAÇÃO: 16 10 1980\nMESA DA ASSEMBLÉIA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. NEIF JABUR\nPUBLICAÇÃO: 25 10 1980\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EURÍPEDES CRAIDE\nPUBLICAÇÃO: 1 11 1980\nSANCIONADO\nPUBLICAÇÃO DA LEI: 19 11 1980"")",list(),list(),N,NULL,NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/7858/1980,LEI 7858 1980 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,885,1980,DEPUTADO JOSÉ PEREIRA                      PMDB,"DECLARA DE UTILIDADE PÚBLICA A IGREJA PENTECOSTAL FIRMEZA DA VERDADE,
COM SEDE EM POUSO ALEGRE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, POUSO ALEGRE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1980-10-09,000150799,PL. 885 1980 - PROJETO DE LEI,2040,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7898 1980 - LEI ORDINÁRIA,20120202,1002,rosanacf,1980-10-07,"list(passo = 1, data = ""1980-10-07"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 13 10 1980\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 23 10 1980\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 27 11 1980\nREDAÇÃO FINAL\nAPROVAÇÃO: 29 11 1980\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 18 10 1980\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. GERALDO DA COSTA PEREIRA\nPUBLICAÇÃO: 4 11 1980\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 2 12 1980 E 3 12 1980\nSANCIONADO\nPUBLICAÇÃO DA LEI: 19 12 1980"")",list(),list(),N,"list(id = 2040, nome = ""DEPUTADO JOSÉ PEREIRA"", partido = ""PMDB"")",NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/7898/1980,LEI 7898 1980 - LEI ORDINÁRIA
