dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,indexacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,assuntoGeral,legislacaoCitada,local,norma,arquivamento,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,linksOrigem,acompanhamento,regime,autoresEstruturados,observacao,tema,linkLegislacao.url,linkLegislacao.rotulo,tipoTramitacao.codigo,tipoTramitacao.nome,tipoTramitacao.listaFaseTramitacao,faseAtual.codTipoTramitacao,faseAtual.codigo,faseAtual.nome,faseAtual.ordem,faseAtual.descricao
Remissivo,PROJETO DE LEI,PL,1536,1981,DEPUTADO AMILCAR PADOVANI                  PTB,"DECLARA DE UTILIDADE PÚBLICA O GRÊMIO RECREATIVO ESCOLA DE
SAMBA UNIDOS DE BARRABAS, COM SEDE NO MUNICÍPIO DE RIO NOVO.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, RIO NOVO.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1981-11-12,000150138,PL. 1536 1981 - PROJETO DE LEI,1189,UTILIDADE PÚBLICA,NA,ARQUIVO,NA,19830131,20120201,1104,rosanacf,1981-11-10,"list(passo = 1, data = ""1981-11-10"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 13 11 1981\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,NA,"list(id = 1189, nome = ""DEPUTADO AMILCAR PADOVANI"", partido = ""PTB"")",NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1535,1981,DEPUTADO DOMINGOS LANNA                    PFL,"DÁ A DENOMINAÇÃO DE JOÃO MAYRINK AO CENTRO INDUSTRIAL SÓCIO-INTEGRADO
DE PONTE NOVA.","DENOMINAÇÃO, ÁREA INDUSTRIAL, MUNICÍPIO, PONTE NOVA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-11-12,000150139,PL. 1535 1981 - PROJETO DE LEI,1679,PRÓPRIO PÚBLICO,NA,NA,LEI 8347 1982 - LEI ORDINÁRIA,NA,20120507,1648,rosanacf,1981-11-10,"list(passo = 1, data = ""1981-11-10"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 13 11 1981\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 29 9 1982\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 28 10 1982\nREDAÇÃO FINAL\nAPROVAÇÃO: 28 10 1982\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. HÉLIO RESENDE\nPUBLICAÇÃO: 25 9 1982\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. HIDELBRANDO CANABRAVA\nPUBLICAÇÃO: 15 10 1982\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. LEÃO BORGES\nPUBLICAÇÃO: 2 11 1982\nSANCIONADO\nPUBLICAÇÃO DA LEI: 1 12 1982"")",list(),list(),NULL,N,NA,"list(id = 1679, nome = ""DEPUTADO DOMINGOS LANNA"", partido = ""PFL"")",NA,NA,/legislacao/mineira/LEI/8347/1982,LEI 8347 1982 - LEI ORDINÁRIA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1534,1981,DEPUTADO RONALDO CANEDO                    ARENA,"DÁ A DENOMINAÇÃO DE RODOVIA DEPUTADO LUIZ SOARES DA ROCHA À ESTRADA QUE
LIGA A CIDADE DE VISCONDE DO RIO BRANCO À DE GUIRICEMA.","DENOMINAÇÃO, RODOVIA, MUNICÍPIO, VISCONDE DO RIO BRANCO, GUIRICEMA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-11-11,000150141,PL. 1534 1981 - PROJETO DE LEI,1170,PRÓPRIO PÚBLICO,NA,NA,LEI 8132 1981 - LEI ORDINÁRIA,NA,20120309,1442,rosanacf,1981-11-09,"list(passo = 1, data = ""1981-11-09"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 13 11 1981\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 2 12 1981\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 4 12 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: 4 12 1981\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 28 11 1981\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 4 12 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 8 12 1981\nSANCIONADO\nPUBLICAÇÃO DA LEI: 29 12 1981"")",list(),list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,"list(id = 1170, nome = ""DEPUTADO RONALDO CANEDO"", partido = ""ARENA"")",NA,NA,/legislacao/mineira/LEI/8132/1981,LEI 8132 1981 - LEI ORDINÁRIA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1533,1981,DEPUTADO EUCLIDES CINTRA                   PDS,"DÁ A DENOMINAÇÃO DE ESCOLA ESTADUAL PROFESSORA HILZA DIAS DE CARVALHO À
ESCOLA ESTADUAL DE MATO DENTRO, NO MUNICÍPIO DE PIRANGUINHO.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, PIRANGUINHO.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-11-11,000150142,PL. 1533 1981 - PROJETO DE LEI,295,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,NA,LEI 8211 1982 - LEI ORDINÁRIA,NA,20120507,1649,rosanacf,1981-11-09,"list(passo = 1, data = ""1981-11-09"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 13 11 1981\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 14 4 1982\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 26 4 1982\nREDAÇÃO FINAL\nAPROVAÇÃO: 29 4 1982\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NARCISO MICHELLI\nPUBLICAÇÃO: 26 3 1982\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 23 4 1982\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. FÚLVIO FONTOURA\nPUBLICAÇÃO: 30 4 1982\nSANCIONADO\nPUBLICAÇÃO DA LEI: 20 5 1982"")",list(),list(),NULL,N,NA,"list(id = 295, nome = ""DEPUTADO EUCLIDES CINTRA"", partido = ""PDS"")",NA,NA,/legislacao/mineira/LEI/8211/1982,LEI 8211 1982 - LEI ORDINÁRIA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1532,1981,DEPUTADO JOSÉ BONIFÁCIO FILHO              PDS,"DÁ A DENOMINAÇÃO DE ALFREDO PENIDO À ESTRADA QUE LIGA A CIDADE DE
RESENDE COSTA À BR-383.","DENOMINAÇÃO, RODOVIA, MUNICÍPIO, RESENDE COSTA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-11-11,000150143,PL. 1532 1981 - PROJETO DE LEI,1697,PRÓPRIO PÚBLICO,NA,NA,LEI 8197 1982 - LEI ORDINÁRIA,NA,20120507,1650,rosanacf,1981-11-09,"list(passo = 1, data = ""1981-11-09"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 13 11 1981\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 24 3 1982\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 12 4 1982\nREDAÇÃO FINAL\nAPROVAÇÃO: 22 4 1982\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 20 3 1982\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. NARCISO MICHELLI\nPUBLICAÇÃO: 1 4 1982\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 17 4 1982\nSANCIONADO\nPUBLICAÇÃO DA LEI: 14 5 1982"")",list(),list(),NULL,N,NA,"list(id = 1697, nome = ""DEPUTADO JOSÉ BONIFÁCIO FILHO"", partido = ""PDS"")",NA,NA,/legislacao/mineira/LEI/8197/1982,LEI 8197 1982 - LEI ORDINÁRIA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1523,1981,DEPUTADO EUCLIDES CINTRA                   PDS,"DÁ A DENOMINAÇÃO DE ESCOLA ESTADUAL SEBASTIÃO RODRIGUES FERREIRA À
ESCOLA ESTADUAL DO BAIRRO DO SALTO, NO MUNICÍPIO DE DELFIM MOREIRA.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, DELFIM MOREIRA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-11-06,000150152,PL. 1523 1981 - PROJETO DE LEI,295,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,NA,LEI 8188 1982 - LEI ORDINÁRIA,NA,20120507,1651,rosanacf,1981-11-04,"list(passo = 1, data = ""1981-11-04"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 9 11 1981\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 24 3 1982\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 2 4 1982\nREDAÇÃO FINAL\nAPROVAÇÃO: 13 4 1982\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 18 3 1982\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. NARCISO MICHELLI\nPUBLICAÇÃO: 1 4 1982\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NARCÉLIO MENDES\nPUBLICAÇÃO: 16 4 1982\nSANCIONADO\nPUBLICAÇÃO DA LEI: 4 5 1982"")",list(),list(),NULL,N,NA,"list(id = 295, nome = ""DEPUTADO EUCLIDES CINTRA"", partido = ""PDS"")",NA,NA,/legislacao/mineira/LEI/8188/1982,LEI 8188 1982 - LEI ORDINÁRIA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1522,1981,DEPUTADO EUCLIDES CINTRA                   PDS,"DÁ A DENOMINAÇÃO DE ESCOLA ESTADUAL DEOLINDO DANIEL DE CARVALHO À
ESCOLA ESTADUAL DE SÃO JOSÉ DO ALEGRE.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, SÃO JOSÉ DO ALEGRE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-11-06,000150153,PL. 1522 1981 - PROJETO DE LEI,295,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,NA,LEI 8187 1982 - LEI ORDINÁRIA,NA,20120507,1652,rosanacf,1981-11-04,"list(passo = 1, data = ""1981-11-04"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 9 11 1981\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 24 3 1982\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 2 4 1982\nREDAÇÃO FINAL\nAPROVAÇÃO: 13 4 1982\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ROBERTO JUNQUEIRA\nPUBLICAÇÃO: 18 3 1982\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. NARCISO MICHELLI\nPUBLICAÇÃO: 1 4 1982\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NARCÉLIO MENDES\nPUBLICAÇÃO: 16 4 1982\nSANCIONADO\nPUBLICAÇÃO DA LEI: 4 5 1982"")",list(),list(),NULL,N,NA,"list(id = 295, nome = ""DEPUTADO EUCLIDES CINTRA"", partido = ""PDS"")",NA,NA,/legislacao/mineira/LEI/8187/1982,LEI 8187 1982 - LEI ORDINÁRIA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1521,1981,DEPUTADO JOÃO NAVARRO                      PDS,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO DOS EX-ALUNOS DO
COLÉGIO AGRÍCOLA DIAULAS ABREU, DE BARBACENA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BARBACENA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-11-06,000150154,PL. 1521 1981 - PROJETO DE LEI,311,UTILIDADE PÚBLICA,NA,NA,LEI 8139 1981 - LEI ORDINÁRIA,NA,20120131,1511,rosanacf,1981-11-04,"list(passo = 1, data = ""1981-11-04"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 9 11 1981\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 27 11 1981\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 4 12 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: 4 12 1981\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MENDES BARROS\nPUBLICAÇÃO: 19 11 1981\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 4 12 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NARCÉLIO MENDES\nPUBLICAÇÃO: 8 12 1981\nSANCIONADO\nPUBLICAÇÃO DA LEI: 29 12 1981"")",list(),list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,"list(id = 311, nome = ""DEPUTADO JOÃO NAVARRO"", partido = ""PDS"")",NA,NA,/legislacao/mineira/LEI/8139/1981,LEI 8139 1981 - LEI ORDINÁRIA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1520,1981,GOVERNADOR DO ESTADO,"AUTORIZA O ESTADO DE MINAS GERAIS A INCORPORAR IMÓVEL DE SUA
PROPRIEDADE AO PATRIMÔNIO DA TURMINAS, E DÁ OUTRAS PROVIDÊNCIAS.","AUTORIZAÇÃO, EXECUTIVO, INCORPORAÇÃO, IMÓVEL, PATRIMÔNIO, (TURMINAS).",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-11-04,000150156,PL. 1520 1981 - PROJETO DE LEI,,IMÓVEL,NA,NA,LEI 8126 1981 - LEI ORDINÁRIA,NA,20120605,1633,rosanacf,1981-11-03,"list(passo = 1, data = ""1981-11-03"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 1 12 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: 2 12 1981\nCOMISSÕES:\nJUSTIÇA, ECONOMIA E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nPERDEU PRAZO\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 4 12 1981\nSANCIONADO\nPUBLICAÇÃO DA LEI: 17 12 1981"")",list(),list(),"list(descricao = ""MSG 584 1981"")",N,NA,NULL,NA,NA,/legislacao/mineira/LEI/8126/1981,LEI 8126 1981 - LEI ORDINÁRIA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1519,1981,GOVERNADOR DO ESTADO,"CRIA CARGOS NO QUADRO PERMANENTE A QUE SE REFERE O DECRETO 16409, DE 10 7
1974, E DÁ OUTRAS PROVIDÊNCIAS.","CRIAÇÃO, CARGO EM COMISSÃO, ASSISTENTE ADMINISTRATIVO, CARGO EFETIVO,
MONTADOR GRAVADOR, FOTÓGRAFO TÉCNICO, IMPRESSOR TÉCNICO, AUXILIAR DE
REVISÃO, TIPÓGRAFO, IMPRESSOR, PAGINADOR, CORTADOR, TÉCNICO EM
COMUNICAÇÃO SOCIAL, QUADRO DE PESSOAL, IMPRENSA OFICIAL DO ESTADO DE
MINAS GERAIS (IOMG).
CRIAÇÃO, CLASSE, CARGO EFETIVO, OPERADOR DE FOTOCOMPOSITORA, QUADRO
DE PESSOAL, IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS (IOMG).
EXTINÇÃO, VACÂNCIA, CARGO EFETIVO, ASSISTENTE AUXILIAR, QUADRO DE
PESSOAL, IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS (IOMG).
REQUISITOS, OCUPANTE, CARGO EFETIVO, AUXILIAR DE REVISÃO, REVISOR
GRÁFICO, ENQUADRAMENTO, CLASSE, TÉCNICO EM COMUNICAÇÃO SOCIAL,
QUADRO DE PESSOAL, IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS (IOMG).
ALTERAÇÃO, SÍMBOLO, PROVENTOS, APOSENTADO, CARGO EFETIVO, REVISOR
GRÁFICO, AUXILIAR DE REVISÃO, QUADRO DE PESSOAL, IMPRENSA OFICIAL DO
ESTADO DE MINAS GERAIS (IOMG).
AUTORIZAÇÃO, EXECUTIVO, CRIAÇÃO, (CIPA), IMPRENSA OFICIAL DO ESTADO DE
MINAS GERAIS (IOMG).",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-11-04,000150157,PL. 1519 1981 - PROJETO DE LEI,,"EXECUTIVO
IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS (IOMG)
PESSOAL",NA,NA,LEI 8106 1981 - LEI ORDINÁRIA,NA,20161014,1113,malves,1981-11-03,"list(passo = 1, data = ""1981-11-03"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 16 11 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: 25 11 1981\nCOMISSÕES:\nJUSTIÇA, SERVIÇO PÚBLICO E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 14 11 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 19 11 1981\nSANCIONADO\nPUBLICAÇÃO DA LEI: 28 11 1981"")",list(),list(),"list(descricao = ""MSG 583 1981"")",N,DELIBERAÇÃO DE PLENÁRIO,NULL,NA,ADMINISTRAÇÃO PÚBLICA,/legislacao/mineira/LEI/8106/1981,LEI 8106 1981 - LEI ORDINÁRIA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1518,1981,GOVERNADOR DO ESTADO,"ALTERA A LEI 6763, DE 26 12 1975, QUE CONSOLIDA A LEGISLAÇÃO TRIBUTÁRIA
DO ESTADO DE MINAS GERAIS E DÁ OUTRAS PROVIDÊNCIAS.
(CONCEDE ISENÇÃO DO IMPOSTO SOBRE A TRANSMISSÃO DE BENS IMÓVEIS E
DE DIREITOS A ELES RELATIVOS - ITBI NA AQUISIÇÃO DE MORADIA ATRAVÉS DA
COHAB-MG OU PELO SISTEMA FINANCEIRO DA HABITAÇÃO E NA AQUISIÇÃO DE
IMÓVEL PELA CEMIG).","ALTERAÇÃO, LEI ESTADUAL, CONSOLIDAÇÃO, LEGISLAÇÃO TRIBUTÁRIA, EFEITO,
ISENÇÃO, (ITBI).",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-11-04,000150158,PL. 1518 1981 - PROJETO DE LEI,,"TRIBUTOS
IMÓVEL",NA,NA,LEI 8121 1981 - LEI ORDINÁRIA,NA,20120605,1652,rosanacf,1981-11-03,"list(passo = 1, data = ""1981-11-03"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 16 11 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: 25 11 1981\nCOMISSÕES:\nJUSTIÇA, ECONOMIA E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. MÁRIO PACHECO\nPUBLICAÇÃO: 14 11 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 19 11 1981\nSANCIONADO\nPUBLICAÇÃO DA LEI: 5 12 1981"")",list(),list(),"list(descricao = ""MSG 582 1981"")",N,NA,NULL,NA,NA,/legislacao/mineira/LEI/8121/1981,LEI 8121 1981 - LEI ORDINÁRIA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1517,1981,DEPUTADO MILTON LIMA                       PMDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO DOS MORADORES DE
LAGOA SANTA - AMLS, COM SEDE EM LAGOA SANTA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, LAGOA SANTA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-11-05,000150155,PL. 1517 1981 - PROJETO DE LEI,1692,UTILIDADE PÚBLICA,NA,NA,LEI 8148 1981 - LEI ORDINÁRIA,NA,20120131,1511,rosanacf,1981-11-03,"list(passo = 1, data = ""1981-11-03"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 9 11 1981\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 27 11 1981\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 4 12 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: 4 12 1981\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 19 11 1981\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. CÁSSIO GONÇALVES\nPUBLICAÇÃO: 4 12 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NARCÉLIO MENDES\nPUBLICAÇÃO: 8 12 1981\nSANCIONADO\nPUBLICAÇÃO DA LEI: 30 12 1981"")",list(),list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,"list(id = 1692, nome = ""DEPUTADO MILTON LIMA"", partido = ""PMDB"")",NA,NA,/legislacao/mineira/LEI/8148/1981,LEI 8148 1981 - LEI ORDINÁRIA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1516,1981,DEPUTADO CLEUBER CARNEIRO                  PFL,"DECLARA DE UTILIDADE PÚBLICA A IGREJA BATISTA EBENEZER, COM SEDE
A RUA SANTA CLARA, 355, BAIRRO APARECIDA, EM BELO HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-11-04,000150159,PL. 1516 1981 - PROJETO DE LEI,2034,UTILIDADE PÚBLICA,NA,NA,LEI 8170 1982 - LEI ORDINÁRIA,NA,20120131,1512,rosanacf,1981-11-30,"list(passo = 1, data = ""1981-11-30"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 4 11 1981\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 10 3 1982\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 24 3 1982\nREDAÇÃO FINAL\nAPROVAÇÃO: 26 3 1982\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NARCISO MICHELLI\nPUBLICAÇÃO: 5 3 1982\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. ROBERTO JUNQUEIRA\nPUBLICAÇÃO: 18 3 1982\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 30 3 1982\nSANCIONADO\nPUBLICAÇÃO DA LEI: 28 4 1982"")",list(),list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,"list(id = 2034, nome = ""DEPUTADO CLEUBER CARNEIRO"", partido = ""PFL"")",NA,NA,/legislacao/mineira/LEI/8170/1982,LEI 8170 1982 - LEI ORDINÁRIA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1515,1981,DEPUTADO JOSÉ LAVIOLA                      PMDB,"DÁ DENOMINAÇÃO AO FÓRUM DA COMARCA DE GALILÉIA (PALÁCIO DA JUSTIÇA
PREFEITO ARI MACHADO).","DENOMINAÇÃO, FÓRUM, COMARCA DE GALILÉIA.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1981-11-04,000150160,PL. 1515 1981 - PROJETO DE LEI,1471,PRÓPRIO PÚBLICO,NA,ARQUIVO,NA,19830131,20120507,1653,rosanacf,1981-10-30,"list(passo = 1, data = ""1981-10-30"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 4 11 1981\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,NA,"list(id = 1471, nome = ""DEPUTADO JOSÉ LAVIOLA"", partido = ""PMDB"")",NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA
