dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,indexacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,atualizacao,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,acompanhamento,autoresEstruturados,assuntoGeral,norma,horario,regime,legislacaoCitada,prazo,linksOrigem,tema,observacao,linkLegislacao.url,linkLegislacao.rotulo,proposicaoLei.descricao
Remissivo,PROJETO DE LEI,PL,2102,1989,DEPUTADO MILTON SALLES                     PFL,"DECLARA DE UTILIDADE PÚBLICA O CENTRO ESPÍRITA AMOR E TRABALHO,
COM SEDE NESTA CAPITAL.","DECLARAÇÃO, UTILIDADE PÚBLICA, INSTITUIÇÃO RELIGIOSA, MUNICÍPIO,
BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1989-12-05,000139420,PL. 2102 1989 - PROJETO DE LEI,2031,20080717,drumo,1990-07-05,"list(passo = 10:1, data = c(""1990-07-05"", ""1990-06-18"", ""1990-06-08"", ""1990-06-06"", ""1990-05-28"", ""1990-05-17"", ""1990-04-19"", ""1990-03-15"", ""1989-12-06"", ""1989-12-01""), local = c(""GOVERNADOR DO ESTADO"", ""COORDENAÇÃO REDAÇÃO E REVISÃO"", ""PLENÁRIO"", ""COMISSÃO REDAÇÃO"", ""PLENÁRIO"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""PLENÁRIO"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""PLENÁRIO"", ""PLENÁRIO""), historico = c(""PROPOSIÇÃO DE LEI SANCIONADA.\nLEI 10226 PUBLICADA NO DIÁRIO DO EXECUTIVO EM 6 7 1990."", ""REMESSA DO OFÍCIO 1354/1990/CRR AO GOVERNADOR DO ESTADO\nENCAMINHANDO A PROPOSIÇÃO DE LEI 10921 PARA SANÇÃO."", 
""APROVADO EM REDAÇÃO FINAL.\nÀ SANÇÃO."", ""REDAÇÃO FINAL.\nRELATOR: DEP. ADELINO DIAS.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 12 6 1990."", ""APROVADO EM TERCEIRA DISCUSSÃO.\nÀ COMISSÃO DE REDAÇÃO.\nRECEBIDO NA CR EM 29 5 1990."", ""TERCEIRA DISCUSSÃO.\nRELATOR: DEP. JOSÉ MILITÃO.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 24 5 1990."", ""APROVADO EM SEGUNDA DISCUSSÃO.\nÀ COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA.\nRECEBIDO NA CCJ EM 20 4 1990."", ""SEGUNDA DISCUSSÃO.\nRELATOR: DEP. JOSÉ DUARTE.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 22 3 1990."", 
""APROVADO EM PRIMEIRA DISCUSSÃO.\nÀ COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA.\nRECEBIDO NA CCJ EM 6 12 1989."", ""AGUARDANDO INCLUSÃO EM ORDEM DO DIA PARA PRIMEIRA DISCUSSÃO.""))",list(),list(),N,"list(id = 2031, nome = ""DEPUTADO MILTON SALLES"", partido = ""PFL"")",UTILIDADE PÚBLICA,LEI 10226 1990 - LEI ORDINÁRIA,1839,NA,NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/10226/1990,LEI 10226 1990 - LEI ORDINÁRIA,PRL 10921 1990
Remissivo,PROJETO DE LEI,PL,2101,1989,DEPUTADO TANCREDO NAVES                    PMDB,"DISPÕE SOBRE A EMANCIPAÇÃO POLÍTICO-ADMINISTRATIVA DO DISTRITO DE
JUATUBA, MUNICÍPIO DE MATEUS LEME.","NORMAS, DISPOSIÇÃO, EMANCIPAÇÃO POLÍTICA, DISTRITO, JUATUBA,
MUNICÍPIO, MATEUS LEME.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1989-12-05,000139421,PL. 2101 1989 - PROJETO DE LEI,3687,19980101,Carga,1990-12-17,"list(passo = 5:1, data = c(""1990-12-17"", ""1989-12-14"", ""1989-12-07"", ""1989-12-06"", ""1989-12-01""), local = c(""PLENÁRIO"", ""COMISSÃO ASSUNTOS MUNICIPAIS E PLANEJAMENTOS REGIONAIS"", ""COMISSÃO ASSUNTOS MUNICIPAIS E PLANEJAMENTOS REGIONAIS"", ""PLENÁRIO"", ""PLENÁRIO""), historico = c(""ARQUIVADO NOS TERMOS DO ART. 185 DO RI."", ""SEGUNDA DISCUSSÃO.\nRELATOR: DEP. ELMIRO NASCIMENTO.\nREQUERIMENTO PELA ANEXAÇÃO DO PROJETO AO PROCESSO\nRESPECTIVO. APROVADO."", ""SEGUNDA DISCUSSÃO.\nRELATOR: DEP. ELMIRO NASCIMENTO."", 
""APROVADO EM PRIMEIRA DISCUSSÃO.\nA COMISSÃO DE ASSUNTOS MUNICIPAIS E PLANEJAMENTOS\nREGIONAIS.\nRECEBIDO NA CAMPR EM 6 12 1989."", ""AGUARDANDO INCLUSÃO EM ORDEM DO DIA PARA PRIMEIRA DISCUSSÃO.""))",list(),list(),N,"list(id = 3687, nome = ""DEPUTADO TANCREDO NAVES"", partido = ""PMDB"")",NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,2100,1989,TRIBUNAL DE CONTAS,"DISPÕE SOBRE REAJUSTAMENTO DOS SÍMBOLOS DE VENCIMENTOS E PROVENTOS
DO QUADRO DE PESSOAL DOS SERVIÇOS AUXILIARES DO TRIBUNAL DE CONTAS
DO ESTADO E DÁ OUTRAS PROVIDÊNCIAS.","NORMAS, REAJUSTAMENTO, VENCIMENTOS, PROVENTOS, QUADRO DE PESSOAL,
SERVIÇOS AUXILIARES, (TCMG), FIXAÇÃO, BASE DE CÁLCULO, VARIAÇÃO,
(ICMS).
FIXAÇÃO, VALOR, ABONO DE FAMÍLIA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1989-12-05,000139422,PL. 2100 1989 - PROJETO DE LEI,,20170927,m20993,1990-01-12,"list(passo = 11:1, data = c(""1990-01-12"", ""1989-12-27"", ""1989-12-26"", ""1989-12-15"", ""1989-12-14"", ""1989-12-13"", ""1989-12-13"", ""1989-12-12"", ""1989-12-06"", ""1989-12-06"", ""1989-12-01""), local = c(""GOVERNADOR DO ESTADO"", ""COORDENAÇÃO REDAÇÃO E REVISÃO"", ""PLENÁRIO"", ""COMISSÃO REDAÇÃO"", ""PLENÁRIO"", ""COMISSÃO FINANÇAS E ORÇAMENTO"", ""PLENÁRIO"", ""REUNIÃO CONJUNTA DE COMISSÕES"", ""PLENÁRIO"", ""PLENÁRIO"", ""PLENÁRIO""), historico = c(""PROPOSIÇÃO DE LEI SANCIONADA.\nLEI 10096 PUBLICADA NO DIÁRIO DO EXECUTIVO EM 13 1 1990."", 
""REMESSA DO OFÍCIO 3924/1989/CRR AO GOVERNADOR DO ESTADO\nENCAMINHANDO A PROPOSIÇÃO DE LEI 10783 PARA SANÇÃO."", ""APROVADO EM REDAÇÃO FINAL.\nÀ SANÇÃO."", ""REDAÇÃO FINAL.\nRELATOR: DEP. MENDES BARROS.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 27 12 1989."", ""APROVADO EM TERCEIRA DISCUSSÃO NA FORMA DO VENCIDO EM\nSEGUNDA DISCUSSÃO.\nÀ COMISSÃO DE REDAÇÃO.\nRECEBIDO NA CR EM 15 12 1989."", ""TERCEIRA DISCUSSÃO.\nRELATOR: DEP. JOSÉ MARIA CHAVES.\nPARECER PELA APROVAÇÃO DO PROJETO COM AS EMENDAS 1, 2, 3\nE 4. APROVADO.\nPUBLICADO NO DL EM 19 12 1989."", 
""APROVADO EM SEGUNDA DISCUSSÃO COM AS EMENDAS 1, 2, 3 E 4.\nA COMISSÃO DE FINANÇAS E ORÇAMENTO.\nRECEBIDO NA CFO EM 13 12 1989."", ""CCJ CSP CFO\nSEGUNDA DISCUSSÃO.\nRELATOR: DEP. BERNARDO RUBINGER.\nPARECER PELA APROVAÇÃO DO PROJETO COM AS EMENDAS 1, 2, 3\nE 4. APROVADO.\nPUBLICADO NO DL EM 13 12 1989."", ""REQUERIMENTO DO DEP. BERNARDO RUBINGER SOLICITANDO\nA APRECIAÇÃO DO PROJETO EM REUNIÃO CONJUNTA DAS COMISSÕES\nA QUE FOI DISTRIBUÍDO.\nREQUERIMENTO PUBLICADO NO DL EM 8 12 1989."", ""APROVADO EM PRIMEIRA DISCUSSÃO.\nÀS COMISSÕES DE CONSTITUIÇÃO E JUSTIÇA, DE SERVIÇO\nPÚBLICO E DE FINANÇAS E ORÇAMENTO.\nRECEBIDO NA CCJ CSP CFO EM 6 12 1989."", 
""AGUARDANDO INCLUSÃO EM ORDEM DO DIA PARA PRIMEIRA DISCUSSÃO.""))",list(),list(),N,NULL,"PESSOAL
TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS (TCEMG)",LEI 10096 1990 - LEI ORDINÁRIA,1205,DELIBERAÇÃO DE PLENÁRIO,"LEI 9729 1988 - LEI ORDINÁRIA
LEI 9757 1989 - LEI ORDINÁRIA
LEI 9882 1989 - LEI ORDINÁRIA",NA,"list(descricao = ""OTC 19 1989"")",ADMINISTRAÇÃO PÚBLICA,NA,/legislacao/mineira/LEI/10096/1990,LEI 10096 1990 - LEI ORDINÁRIA,PRL 10783 1989
Remissivo,PROJETO DE LEI,PL,2090,1989,DEPUTADO JOÃO PEDRO GUSTIN                 PSDB,"DECLARA DE UTILIDADE PÚBLICA ESTADUAL A SOCIEDADE ESPIRITUALISTA
CAMINHEIROS DA LUZ - SOESLUZ -, COM SEDE EM BELO HORIZONTE.","DECLARAÇÃO, UTILIDADE PÚBLICA, INSTITUIÇÃO EDUCACIONAL, MUNICÍPIO,
BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1989-12-02,000139447,PL. 2090 1989 - PROJETO DE LEI,1462,20080717,drumo,1990-07-04,"list(passo = 10:1, data = c(""1990-07-04"", ""1990-06-18"", ""1990-06-08"", ""1990-06-06"", ""1990-05-28"", ""1990-05-17"", ""1990-04-19"", ""1990-03-15"", ""1989-12-06"", ""1989-11-30""), local = c(""GOVERNADOR DO ESTADO"", ""COORDENAÇÃO REDAÇÃO E REVISÃO"", ""PLENÁRIO"", ""COMISSÃO REDAÇÃO"", ""PLENÁRIO"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""PLENÁRIO"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""PLENÁRIO"", ""PLENÁRIO""), historico = c(""PROPOSIÇÃO DE LEI SANCIONADA.\nLEI 10218 PUBLICADA NO DIÁRIO DO EXECUTIVO EM 5 7 1990."", ""REMESSA DO OFÍCIO 1354/1990/CRR AO GOVERNADOR DO ESTADO\nENCAMINHANDO A PROPOSIÇÃO DE LEI 10920 PARA SANÇÃO."", 
""APROVADO EM REDAÇÃO FINAL.\nÀ SANÇÃO."", ""REDAÇÃO FINAL.\nRELATOR: DEP. DELFIM RIBEIRO.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 12 6 1990."", ""APROVADO EM TERCEIRA DISCUSSÃO.\nÀ COMISSÃO DE REDAÇÃO.\nRECEBIDO NA CR EM 29 5 1990."", ""TERCEIRA DISCUSSÃO.\nRELATOR: DEP. NILMÁRIO MIRANDA.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 24 5 1990."", ""APROVADO EM SEGUNDA DISCUSSÃO.\nÀ COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA.\nRECEBIDO NA CCJ EM 20 4 1990."", ""SEGUNDA DISCUSSÃO.\nRELATOR: DEP. NILMÁRIO MIRANDA.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 22 3 1990."", 
""APROVADO EM PRIMEIRA DISCUSSÃO.\nÀ COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA.\nRECEBIDO NA CCJ EM 6 12 1989."", ""AGUARDANDO INCLUSÃO EM ORDEM DO DIA PARA PRIMEIRA DISCUSSÃO.""))",list(),list(),N,"list(id = 1462, nome = ""DEPUTADO JOÃO PEDRO GUSTIN"", partido = ""PSDB"")",UTILIDADE PÚBLICA,LEI 10218 1990 - LEI ORDINÁRIA,1826,NA,NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/10218/1990,LEI 10218 1990 - LEI ORDINÁRIA,PRL 10920 1990
Remissivo,PROJETO DE LEI,PL,2089,1989,DEPUTADO CARLOS PEREIRA                    PMDB,"DISPÕE SOBRE A EMANCIPAÇÃO POLÍTICO-ADMINISTRATIVA DO DISTRITO DE
MATIAS CARDOSO, MUNICÍPIO DE MANGA.","DISPOSIÇÃO, EMANCIPAÇÃO POLÍTICA, DISTRITO, MATIAS CARDOSO,
MUNICÍPIO, MANGA.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1989-12-01,000139452,PL. 2089 1989 - PROJETO DE LEI,3673,19980101,Carga,1990-12-17,"list(passo = 5:1, data = c(""1990-12-17"", ""1989-12-14"", ""1989-12-07"", ""1989-12-05"", ""1989-11-29""), local = c(""PLENÁRIO"", ""COMISSÃO ASSUNTOS MUNICIPAIS E PLANEJAMENTOS REGIONAIS"", ""COMISSÃO ASSUNTOS MUNICIPAIS E PLANEJAMENTOS REGIONAIS"", ""PLENÁRIO"", ""PLENÁRIO""), historico = c(""ARQUIVADO NOS TERMOS DO ART. 185 DO RI.\nREQUERIMENTO DO DEP. JOSÉ BRAGA SOLICITANDO O\nDESARQUIVAMENTO DO PROJETO.\nREQUERIMENTO PUBLICADO NO DL EM 28 3 1991."", ""SEGUNDA DISCUSSÃO.\nRELATOR: DEP. ELMIRO NASCIMENTO.\nREQUERIMENTO PELA ANEXAÇÃO DO PROJETO AO PROCESSO\nRESPECTIVO. APROVADO."", 
""SEGUNDA DISCUSSÃO.\nRELATOR: DEP. ELMIRO NASCIMENTO."", ""APROVADO EM PRIMEIRA DISCUSSÃO.\nA COMISSÃO DE ASSUNTOS MUNICIPAIS E PLANEJAMENTOS\nREGIONAIS.\nRECEBIDO NA CAMPR EM 6 12 1989."", ""AGUARDANDO INCLUSÃO EM ORDEM DO DIA PARA PRIMEIRA DISCUSSÃO.""))","list(expressao = ""(PL adj 165 adj 1991[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 165 1991"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+165+adj+1991%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 165, ano = 1991)",list(),N,"list(id = 3673, nome = ""DEPUTADO CARLOS PEREIRA"", partido = ""PMDB"")",NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,2088,1989,DEPUTADO CARLOS PEREIRA                    PMDB,"DISPÕE SOBRE A EMANCIPAÇÃO POLÍTICO-ADMINISTRATIVA DO DISTRITO DE
LONTRA, MUNICÍPIO DE SÃO JOÃO DA PONTE.","DISPOSIÇÃO, EMANCIPAÇÃO POLÍTICA, DISTRITO, LONTRA, MUNICÍPIO, SÃO
JOÃO DA PONTE.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1989-12-01,000139453,PL. 2088 1989 - PROJETO DE LEI,3673,19980101,Carga,1990-12-17,"list(passo = 5:1, data = c(""1990-12-17"", ""1989-12-14"", ""1989-12-07"", ""1989-12-05"", ""1989-11-29""), local = c(""PLENÁRIO"", ""COMISSÃO ASSUNTOS MUNICIPAIS E PLANEJAMENTOS REGIONAIS"", ""COMISSÃO ASSUNTOS MUNICIPAIS E PLANEJAMENTOS REGIONAIS"", ""PLENÁRIO"", ""PLENÁRIO""), historico = c(""ARQUIVADO NOS TERMOS DO ART. 185 DO RI.\nREQUERIMENTO DO DEP. JOSÉ BRAGA SOLICITANDO O\nDESARQUIVAMENTO DO PROJETO.\nREQUERIMENTO PUBLICADO NO DL EM 28 3 1991."", ""SEGUNDA DISCUSSÃO.\nRELATOR: DEP. ELMIRO NASCIMENTO.\nREQUERIMENTO PELA ANEXAÇÃO DO PROJETO AO PROCESSO\nRESPECTIVO. APROVADO."", 
""SEGUNDA DISCUSSÃO.\nRELATOR: DEP. ELMIRO NASCIMENTO."", ""APROVADO EM PRIMEIRA DISCUSSÃO.\nA COMISSÃO DE ASSUNTOS MUNICIPAIS E PLANEJAMENTOS\nREGIONAIS.\nRECEBIDO NA CAMPR EM 6 12 1989."", ""AGUARDANDO INCLUSÃO EM ORDEM DO DIA PARA PRIMEIRA DISCUSSÃO.""))","list(expressao = ""(PL adj 166 adj 1991[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 166 1991"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+166+adj+1991%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 166, ano = 1991)",list(),N,"list(id = 3673, nome = ""DEPUTADO CARLOS PEREIRA"", partido = ""PMDB"")",NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,2087,1989,DEPUTADO CARLOS PEREIRA                    PMDB,"DISPÕE SOBRE A EMANCIPAÇÃO POLÍTICO-ADMINISTRATIVA DO DISTRITO DE
URUCUIA, MUNICÍPIO DE SÃO FRANCISCO.","DISPOSIÇÃO, EMANCIPAÇÃO POLÍTICA, DISTRITO, URUCUIA, MUNICÍPIO,
SÃO FRANCISCO.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1989-12-01,000139454,PL. 2087 1989 - PROJETO DE LEI,3673,19980101,Carga,1990-12-17,"list(passo = 5:1, data = c(""1990-12-17"", ""1989-12-14"", ""1989-12-07"", ""1989-12-05"", ""1989-11-29""), local = c(""PLENÁRIO"", ""COMISSÃO ASSUNTOS MUNICIPAIS E PLANEJAMENTOS REGIONAIS"", ""COMISSÃO ASSUNTOS MUNICIPAIS E PLANEJAMENTOS REGIONAIS"", ""PLENÁRIO"", ""PLENÁRIO""), historico = c(""ARQUIVADO NOS TERMOS DO ART. 185 DO RI.\nREQUERIMENTO DO DEP. JOSÉ BRAGA SOLICITANDO O\nDESARQUIVAMENTO DO PROJETO.\nREQUERIMENTO PUBLICADO NO DL EM 28 3 1991."", ""SEGUNDA DISCUSSÃO.\nRELATOR: DEP. ELMIRO NASCIMENTO.\nREQUERIMENTO PELA ANEXAÇÃO DO PROJETO AO PROCESSO\nRESPECTIVO. APROVADO."", 
""SEGUNDA DISCUSSÃO.\nRELATOR: DEP. ELMIRO NASCIMENTO."", ""APROVADO EM PRIMEIRA DISCUSSÃO.\nA COMISSÃO DE ASSUNTOS MUNICIPAIS E PLANEJAMENTOS\nREGIONAIS.\nRECEBIDO NA CAMPR EM 6 12 1989."", ""AGUARDANDO INCLUSÃO EM ORDEM DO DIA PARA PRIMEIRA DISCUSSÃO.""))","list(expressao = ""(PL adj 169 adj 1991[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 169 1991"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+169+adj+1991%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 169, ano = 1991)",list(),N,"list(id = 3673, nome = ""DEPUTADO CARLOS PEREIRA"", partido = ""PMDB"")",NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,2086,1989,DEPUTADO CARLOS PEREIRA                    PMDB,"DISPÕE SOBRE A EMANCIPAÇÃO POLÍTICO-ADMINISTRATIVA DO DISTRITO DE
GUARACIAMA, NO MUNICÍPIO DE BOCAÍUVA.","DISPOSIÇÃO, EMANCIPAÇÃO POLÍTICA, DISTRITO, GUARACIAMA, MUNICÍPIO,
BOCAÍUVA.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1989-12-01,000139455,PL. 2086 1989 - PROJETO DE LEI,3673,19980101,Carga,1990-12-17,"list(passo = 5:1, data = c(""1990-12-17"", ""1989-12-14"", ""1989-12-07"", ""1989-12-05"", ""1989-11-29""), local = c(""PLENÁRIO"", ""COMISSÃO ASSUNTOS MUNICIPAIS E PLANEJAMENTOS REGIONAIS"", ""COMISSÃO ASSUNTOS MUNICIPAIS E PLANEJAMENTOS REGIONAIS"", ""PLENÁRIO"", ""PLENÁRIO""), historico = c(""ARQUIVADO NOS TERMOS DO ART. 185 DO RI.\nREQUERIMENTO DO DEP. JOSÉ BRAGA SOLICITANDO O\nDESARQUIVAMENTO DO PROJETO.\nREQUERIMENTO PUBLICADO NO DL EM 28 3 1991."", ""SEGUNDA DISCUSSÃO.\nRELATOR: DEP. ELMIRO NASCIMENTO.\nREQUERIMENTO PELA ANEXAÇÃO DO PROJETO AO PROCESSO\nRESPECTIVO. APROVADO."", 
""SEGUNDA DISCUSSÃO.\nRELATOR: DEP. ELMIRO NASCIMENTO."", ""APROVADO EM PRIMEIRA DISCUSSÃO.\nA COMISSÃO DE ASSUNTOS MUNICIPAIS E PLANEJAMENTOS\nREGIONAIS.\nRECEBIDO NA CAMPR EM 6 12 1989."", ""AGUARDANDO INCLUSÃO EM ORDEM DO DIA PARA PRIMEIRA DISCUSSÃO.""))","list(expressao = ""(PL adj 168 adj 1991[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 168 1991"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+168+adj+1991%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 168, ano = 1991)",list(),N,"list(id = 3673, nome = ""DEPUTADO CARLOS PEREIRA"", partido = ""PMDB"")",NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,2085,1989,DEPUTADO CARLOS PEREIRA                    PMDB,"DISPÕE SOBRE A EMANCIPAÇÃO POLÍTICO-ADMINISTRATIVA DO DISTRITO DE
JAÍBA, DO MUNICÍPIO DE MANGA.","DISPOSIÇÃO, EMANCIPAÇÃO POLÍTICA, DISTRITO, JAÍBA, MUNICÍPIO,
MANGA.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1989-12-01,000139456,PL. 2085 1989 - PROJETO DE LEI,3673,19980101,Carga,1990-12-17,"list(passo = 5:1, data = c(""1990-12-17"", ""1989-12-14"", ""1989-12-07"", ""1989-12-05"", ""1989-12-01""), local = c(""PLENÁRIO"", ""COMISSÃO ASSUNTOS MUNICIPAIS E PLANEJAMENTOS REGIONAIS"", ""COMISSÃO ASSUNTOS MUNICIPAIS E PLANEJAMENTOS REGIONAIS"", ""PLENÁRIO"", ""PLENÁRIO""), historico = c(""ARQUIVADO NOS TERMOS DO ART. 185 DO RI.\nREQUERIMENTO DO DEP. JOSÉ BRAGA SOLICITANDO O\nDESARQUIVAMENTO DO PROJETO.\nREQUERIMENTO PUBLICADO NO DL EM 28 3 1991."", ""SEGUNDA DISCUSSÃO.\nRELATOR: DEP. ELMIRO NASCIMENTO.\nREQUERIMENTO PELA ANEXAÇÃO DO PROJETO AO PROCESSO\nRESPECTIVO. APROVADO."", 
""SEGUNDA DISCUSSÃO.\nRELATOR: DEP. ELMIRO NASCIMENTO."", ""APROVADO EM PRIMEIRA DISCUSSÃO.\nA COMISSÃO DE ASSUNTOS MUNICIPAIS E PLANEJAMENTOS\nREGIONAIS.\nRECEBIDO NA CAMPR EM 6 12 1989."", ""AGUARDANDO INCLUSÃO EM ORDEM DO DIA PARA PRIMEIRA DISCUSSÃO.""))","list(expressao = ""(PL adj 167 adj 1991[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 167 1991"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+167+adj+1991%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 167, ano = 1991)",list(),N,"list(id = 3673, nome = ""DEPUTADO CARLOS PEREIRA"", partido = ""PMDB"")",NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,2084,1989,DEPUTADO CARLOS PEREIRA                    PMDB,"DISPÕE SOBRE A EMANCIPAÇÃO POLÍTICO-ADMINISTRATIVA DO DISTRITO DE
JOSENÓPOLIS, MUNICÍPIO DE GRÃO-MOGOL.","DISPOSIÇÃO, EMANCIPAÇÃO POLÍTICA, DISTRITO, JOSENÓPOLIS, MUNICÍPIO,
GRÃO-MOGOL.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1989-12-01,000139457,PL. 2084 1989 - PROJETO DE LEI,3673,20020618,GRACA,1990-12-17,"list(passo = 5:1, data = c(""1990-12-17"", ""1989-12-14"", ""1989-12-07"", ""1989-12-05"", ""1989-11-29""), local = c(""PLENÁRIO"", ""COMISSÃO ASSUNTOS MUNICIPAIS E PLANEJAMENTOS REGIONAIS"", ""COMISSÃO ASSUNTOS MUNICIPAIS E PLANEJAMENTOS REGIONAIS"", ""PLENÁRIO"", ""PLENÁRIO""), historico = c(""ARQUIVADO NOS TERMOS DO ART. 185 DO RI.\nREQUERIMENTO DO DEP. JOSÉ BRAGA SOLICITANDO O\nDESARQUIVAMENTO DO PROJETO.\nREQUERIMENTO PUBLICADO NO DL EM 4 4 1991."", ""SEGUNDA DISCUSSÃO.\nRELATOR: DEP. ELMIRO NASCIMENTO.\nREQUERIMENTO PELA ANEXAÇÃO DO PROJETO AO PROCESSO\nRESPECTIVO. APROVADO."", 
""SEGUNDA DISCUSSÃO.\nRELATOR: DEP. ELMIRO NASCIMENTO."", ""APROVADO EM PRIMEIRA DISCUSSÃO.\nA COMISSÃO DE ASSUNTOS MUNICIPAIS E PLANEJAMENTOS\nREGIONAIS.\nRECEBIDO NA CAMPR EM 6 12 1989."", ""AGUARDANDO INCLUSÃO EM ORDEM DO DIA PARA PRIMEIRA DISCUSSÃO.""))","list(expressao = ""(PL adj 178 adj 1991[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 178 1991"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+178+adj+1991%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 178, ano = 1991)",list(),N,"list(id = 3673, nome = ""DEPUTADO CARLOS PEREIRA"", partido = ""PMDB"")",NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA
