dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,indexacao,observacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,assuntoGeral,norma,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,acompanhamento,autoresEstruturados,tema,regime,linksOrigem,local,arquivamento,linkLegislacao.url,linkLegislacao.rotulo
Remissivo,PROJETO DE LEI,PL,2130,1982,DEPUTADO FÚLVIO FONTOURA                   ARENA,"DECLARA DE UTILIDADE PÚBLICA A CAIXA SOCIAL E BENEFICENTE -
CASEMG, COM SEDE EM BELO HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1982-10-22,000149534,PL. 2130 1982 - PROJETO DE LEI,2035,UTILIDADE PÚBLICA,LEI 8373 1982 - LEI ORDINÁRIA,20120131,1132,rosanacf,1982-10-20,"list(passo = 1, data = ""1982-10-20"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 28 10 1982\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 26 11 1982\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 2 12 1982\nREDAÇÃO FINAL\nAPROVAÇÃO: 4 12 1982\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 25 11 1982\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. ADEMIR LUCAS\nPUBLICAÇÃO: 1 12 1982\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: (NÃO CONSTA)\nSANCIONADO\nPUBLICAÇÃO DA LEI: 22 12 1982"")",list(),list(),N,"list(id = 2035, nome = ""DEPUTADO FÚLVIO FONTOURA"", partido = ""ARENA"")",NA,DELIBERAÇÃO DE PLENÁRIO,NULL,NA,NA,/legislacao/mineira/LEI/8373/1982,LEI 8373 1982 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,2129,1982,DEPUTADO LEÃO BORGES                       ARENA,"DÁ DENOMINAÇÃO À PONTE SOBRE O RIO UBERABA, NA RODOVIA CONCEIÇÃO DAS
ALAGOAS - PLANURA (DE EMÍDIO PEREIRA).","DENOMINAÇÃO, PONTE, RIO UBERABA, MUNICÍPIO, CONCEIÇÃO DAS ALAGOAS,
PLANURA.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1982-10-22,000149535,PL. 2129 1982 - PROJETO DE LEI,713,PRÓPRIO PÚBLICO,NA,20120309,1101,rosanacf,1982-10-20,"list(passo = 1, data = ""1982-10-20"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 28 10 1982\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 713, nome = ""DEPUTADO LEÃO BORGES"", partido = ""ARENA"")",NA,DELIBERAÇÃO DE PLENÁRIO,NULL,ARQUIVO,19830131,NA,NA
Remissivo,PROJETO DE LEI,PL,2128,1982,GOVERNADOR DO ESTADO,"ALTERA O DISPOSTO NOS ARTS. 7 E 8 DA LEI 7922, DE 23 DE
ABRIL DE 1981, E DÁ OUTRAS PROVIDÊNCIAS.
(POLÍCIA CIVIL).",NA,NA,TRANSFORMADO EM NORMA JURÍDICA COM VETO PARCIAL,TNJVP,PROPOSIÇÕES APROVADAS,MAPRV,1982-10-21,000149536,PL. 2128 1982 - PROJETO DE LEI,NA,NA,LEI 8359 1982 - LEI ORDINÁRIA,19980101,NA,Carga,1982-10-20,"list(passo = 1, data = ""1982-10-20"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 24 11 1982, COM EMENDA\nREDAÇÃO FINAL\nAPROVAÇÃO: (NÃO CONSTA)\nCOMISSÕES:\nJUSTIÇA, SERVIÇO PÚBLICO E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. JOÃO FERRAZ\nPUBLICAÇÃO: 29 10 1982\nREDAÇÃO\nREDAÇÃO FINAL\nPERDEU PRAZO\nVETADO PARCIALMENTE\nPUBLICAÇÃO DA LEI: 14 12 1982\nVETO PARCIAL MANTIDO"")",list(),list(),N,NULL,NA,DELIBERAÇÃO DE PLENÁRIO,"list(descricao = ""MSG 900 1982"")",NA,NA,/legislacao/mineira/LEI/8359/1982,LEI 8359 1982 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,2127,1982,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A DOAR À MITRA ARQUIDIOCESANA DE
BELO HORIZONTE LOTES DE TERRENO QUE MENCIONA (EM JUSTINÓPOLIS).",NA,NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1982-10-21,000149537,PL. 2127 1982 - PROJETO DE LEI,NA,NA,LEI 8357 1982 - LEI ORDINÁRIA,19980101,NA,Carga,1982-09-19,"list(passo = 1, data = ""1982-09-19"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 24 11 1982\nREDAÇÃO FINAL\nAPROVAÇÃO: (NÃO CONSTA)\nCOMISSÕES:\nJUSTIÇA, ECONOMIA E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. MÁRIO PACHECO\nPUBLICAÇÃO: 23 11 1982\nREDAÇÃO\nREDAÇÃO FINAL\nPERDEU PRAZO\nSANCIONADO\nPUBLICAÇÃO DA LEI: 8 12 1982"")",list(),list(),N,NULL,NA,DELIBERAÇÃO DE PLENÁRIO,"list(descricao = ""MSG 888 1982"")",NA,NA,/legislacao/mineira/LEI/8357/1982,LEI 8357 1982 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,2126,1982,DEPUTADO NARCISO MICHELLI                  PFL,"DECLARA DE UTILIDADE PÚBLICA O CONSELHO CENTRAL DE UBÁ, COM
SEDE NA CIDADE DE UBÁ.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, UBÁ.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1982-10-09,000149538,PL. 2126 1982 - PROJETO DE LEI,2046,UTILIDADE PÚBLICA,LEI 8384 1982 - LEI ORDINÁRIA,20120131,1132,rosanacf,1982-10-07,"list(passo = 1, data = ""1982-10-07"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 28 10 1982\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 26 11 1982\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 3 12 1982\nREDAÇÃO FINAL\nAPROVAÇÃO: 4 12 1982\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. LEÃO BORGES\nPUBLICAÇÃO: 25 11 1982\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. ADEMIR LUCAS\nPUBLICAÇÃO: 1 12 1982\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: (NÃO CONSTA)\nSANCIONADO\nPUBLICAÇÃO DA LEI: 24 12 1982"")",list(),list(),N,"list(id = 2046, nome = ""DEPUTADO NARCISO MICHELLI"", partido = ""PFL"")",NA,DELIBERAÇÃO DE PLENÁRIO,NULL,NA,NA,/legislacao/mineira/LEI/8384/1982,LEI 8384 1982 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,2125,1982,DEPUTADO HÉLIO RESENDE                     PFL,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO MÉDICA DE
CONSELHEIRO LAFAIETE, COM SEDE EM CONSELHEIRO LAFAIETE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, CONSELHEIRO LAFAIETE.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1982-10-09,000149539,PL. 2125 1982 - PROJETO DE LEI,2037,UTILIDADE PÚBLICA,LEI 8387 1982 - LEI ORDINÁRIA,20120131,1139,rosanacf,1982-10-07,"list(passo = 1, data = ""1982-10-07"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 27 10 1982\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 18 11 1982\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 1 12 1982\nREDAÇÃO FINAL\nAPROVAÇÃO: 2 12 1982\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. LEÃO BORGES\nPUBLICAÇÃO: 2 11 1982\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 26 11 1982\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: 14 12 1982\nSANCIONADO\nPUBLICAÇÃO DA LEI: 29 12 1982"")",list(),list(),N,"list(id = 2037, nome = ""DEPUTADO HÉLIO RESENDE"", partido = ""PFL"")",NA,DELIBERAÇÃO DE PLENÁRIO,NULL,NA,NA,/legislacao/mineira/LEI/8387/1982,LEI 8387 1982 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,2124,1982,GOVERNADOR DO ESTADO,AUTORIZA O PODER EXECUTIVO A REVERTER IMÓVEL AO MUNICÍPIO DE BOTELHOS.,"AUTORIZAÇÃO, EXECUTIVO, REVERSÃO, IMÓVEL, MUNICÍPIO, BOTELHOS.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1982-10-09,000149540,PL. 2124 1982 - PROJETO DE LEI,,IMÓVEL,LEI 8354 1982 - LEI ORDINÁRIA,20120605,1506,rosanacf,1982-10-07,"list(passo = 1, data = ""1982-10-07"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 22 11 1982\nREDAÇÃO FINAL\nAPROVAÇÃO: 24 11 1982\nCOMISSÕES:\nJUSTIÇA E ECONOMIA (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. RUFINO NETO\nPUBLICAÇÃO: 29 10 1982\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOÃO PEDRO GUSTIN\nPUBLICAÇÃO: 27 11 1982\nSANCIONADO\nPUBLICAÇÃO DA LEI: 4 12 1982"")",list(),list(),N,NULL,NA,NA,"list(descricao = ""MSG 884 1982"")",NA,NA,/legislacao/mineira/LEI/8354/1982,LEI 8354 1982 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,2123,1982,GOVERNADOR DO ESTADO,"CRIA CARGOS NO QUADRO PERMANENTE, A QUE SE REFERE O DECRETO
16409, DE 10 7 1974, E DÁ OUTRAS PROVIDÊNCIAS. (CARGOS NA
COORDENADORIA DE APOIO À PESSOA DEFICIENTE.)","CRIAÇÃO, CARGO EM COMISSÃO, DIRETOR, SUPERVISOR, QUADRO PERMANENTE,
EXECUTIVO, INCLUSÃO, QUADRO SETORIAL, COORDENADORIA DE APOIO E
ASSISTÊNCIA À PESSOA DEFICIENTE (CAADE).
AUTORIZAÇÃO, EXECUTIVO, ABERTURA, CRÉDITO ESPECIAL.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1982-10-09,000149541,PL. 2123 1982 - PROJETO DE LEI,,"CRÉDITO
EXECUTIVO
PESSOAL",LEI 8329 1982 - LEI ORDINÁRIA,20170224,1354,zigoni,1982-10-07,"list(passo = 1, data = ""1982-10-07"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 27 10 1982\nREDAÇÃO FINAL\nAPROVAÇÃO: 28 10 1982\nCOMISSÕES:\nJUSTIÇA, SERVIÇO PÚBLICO E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. JOÃO FERRAZ\nPUBLICAÇÃO: 22 10 1982\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. CAMILO MACHADO\nPUBLICAÇÃO: 30 10 1982\nSANCIONADO\nPUBLICAÇÃO DA LEI: 26 11 1982"")",list(),list(),N,NULL,ADMINISTRAÇÃO PÚBLICA,DELIBERAÇÃO DE PLENÁRIO,"list(descricao = ""MSG 883 1982"")",NA,NA,/legislacao/mineira/LEI/8329/1982,LEI 8329 1982 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,2122,1982,GOVERNADOR DO ESTADO,"DISPÕE SOBRE A REVISÃO DOS PROVENTOS DE SERVIDOR CIVIL DO PODER EXECUTIVO
E DÁ OUTRAS PROVIDÊNCIAS.","NORMAS, REAJUSTAMENTO, PROVENTOS, SERVIDOR, QUADRO PERMANENTE,
EXECUTIVO.
NORMAS, REAJUSTAMENTO, PROVENTOS, CARGO PÚBLICO, NÍVEL SUPERIOR,
ESCOLARIDADE.
NORMAS, REAJUSTAMENTO, PROVENTOS, SERVIDOR NÃO REMUNERADO, QUADRO DE
PESSOAL, JUSTIÇA DE PRIMEIRA INSTÂNCIA.
NORMAS, PROVENTOS, APOSENTADO, DIREITOS, APOSTILAMENTO.
NORMAS, EQUIVALÊNCIA, VENCIMENTOS, QUADRO SUPLEMENTAR, QUADRO
PERMANENTE, EXECUTIVO.
ALTERAÇÃO, ESTATUTO DO MAGISTÉRIO, DISPOSITIVOS, VENCIMENTOS, SERVIDOR,
DIREITOS, CARGO EM COMISSÃO, INSPETOR ESCOLAR.
NORMAS, REMUNERAÇÃO, EFEITO, APOSTILAMENTO.
ALTERAÇÃO, NORMAS, COMPOSIÇÃO, PROVENTOS, APOSENTADO, EXECUTIVO,
LEGISLAÇÃO ANTERIOR.
AUTORIZAÇÃO, EXECUTIVO, ABERTURA, CRÉDITO SUPLEMENTAR.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1982-10-09,000149542,PL. 2122 1982 - PROJETO DE LEI,,"EXECUTIVO
PESSOAL",LEI 8330 1982 - LEI ORDINÁRIA,20131015,1639,rosanacf,1982-10-07,"list(passo = 1, data = ""1982-10-07"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 18 11 1982\nEMENDAS PUBLICADAS NO DL EM 19 10 1982\nREDAÇÃO FINAL\nAPROVAÇÃO: 19 11 1982\nCOMISSÕES:\nJUSTIÇA, SERVIÇO PÚBLICO E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. JOÃO FERRAZ\nPUBLICAÇÃO: 22 10 1982 E 28 10 1982\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NARCÉLIO MENDES\nPUBLICAÇÃO: 23 11 1982\nSANCIONADO\nPUBLICAÇÃO DA LEI: 30 11 1982"")",list(),list(),N,NULL,ADMINISTRAÇÃO PÚBLICA,DELIBERAÇÃO DE PLENÁRIO,"list(descricao = ""MSG 882 1982"")",NA,NA,/legislacao/mineira/LEI/8330/1982,LEI 8330 1982 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,2121,1982,DEPUTADO MILTON SALLES                     PFL,"DÁ A DENOMINAÇÃO DE MÁRIO PISTELLI AO CENTRO DE SAÚDE DA CIDADE DE
INCONFIDENTES.","DENOMINAÇÃO, CENTRO DE SAÚDE, MUNICÍPIO, INCONFIDENTES.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1982-10-08,000149544,PL. 2121 1982 - PROJETO DE LEI,2031,PRÓPRIO PÚBLICO,NA,20120503,1742,rosanacf,1982-10-06,"list(passo = 1, data = ""1982-10-06"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 18 10 1982\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 2031, nome = ""DEPUTADO MILTON SALLES"", partido = ""PFL"")",NA,NA,NULL,ARQUIVO,19830131,NA,NA
Remissivo,PROJETO DE LEI,PL,2120,1982,DEPUTADO EURÍPEDES CRAIDE                  PMDB,"DECLARA DE UTILIDADE PÚBLICA A TENDA ESPÍRITA SULTÃO DAS
MATAS, COM SEDE EM BELO HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1982-10-08,000149545,PL. 2120 1982 - PROJETO DE LEI,1187,UTILIDADE PÚBLICA,NA,20120131,1140,rosanacf,1982-10-06,"list(passo = 1, data = ""1982-10-06"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 28 10 1982\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 1187, nome = ""DEPUTADO EURÍPEDES CRAIDE"", partido = ""PMDB"")",NA,DELIBERAÇÃO DE PLENÁRIO,NULL,ARQUIVO,19830131,NA,NA
Remissivo,PROJETO DE LEI,PL,2119,1982,DEPUTADO EURÍPEDES CRAIDE                  PMDB,"DECLARA DE UTILIDADE PÚBLICA O CENTRO ESPÍRITA PAI JOÃO DE
UMBANDA, COM SEDE EM BELO HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1982-10-08,000149546,PL. 2119 1982 - PROJETO DE LEI,1187,UTILIDADE PÚBLICA,NA,20120131,1140,rosanacf,1982-10-06,"list(passo = 1, data = ""1982-10-06"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 28 10 1982\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 1187, nome = ""DEPUTADO EURÍPEDES CRAIDE"", partido = ""PMDB"")",NA,DELIBERAÇÃO DE PLENÁRIO,NULL,ARQUIVO,19830131,NA,NA
Remissivo,PROJETO DE LEI,PL,2118,1982,DEPUTADO EMÍLIO HADDAD                     MDB,"DECLARA DE UTILIDADE PÚBLICA A CABANA ESPÍRITA UMBANDISTA
PAI CARRERO DE MINAS, COM SEDE EM BELO HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1982-10-08,000149547,PL. 2118 1982 - PROJETO DE LEI,1192,UTILIDADE PÚBLICA,LEI 8388 1982 - LEI ORDINÁRIA,20120131,1140,rosanacf,1982-10-06,"list(passo = 1, data = ""1982-10-06"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 26 10 1982\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 18 11 1982\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 1 12 1982\nREDAÇÃO FINAL\nAPROVAÇÃO: 2 12 1982\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ADEMIR LUCAS\nPUBLICAÇÃO: 2 11 1982\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 26 11 1982\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: (NÃO CONSTA)\nSANCIONADO\nPUBLICAÇÃO DA LEI: 29 12 1982"")",list(),list(),N,"list(id = 1192, nome = ""DEPUTADO EMÍLIO HADDAD"", partido = ""MDB"")",NA,DELIBERAÇÃO DE PLENÁRIO,NULL,NA,NA,/legislacao/mineira/LEI/8388/1982,LEI 8388 1982 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,2107,1982,DEPUTADO JOÃO NAVARRO                      PDS,"AUTORIZA O PODER EXECUTIVO A CRIAR ESCOLA ESTADUAL DO
PRIMEIRO GRAU NO MUNICÍPIO DE SANTA BÁRBARA.",NA,NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1982-10-02,000149558,PL. 2107 1982 - PROJETO DE LEI,311,ESTABELECIMENTO DE ENSINO,LEI 8389 1982 - LEI ORDINÁRIA,20131015,1703,rosanacf,1982-09-30,"list(passo = 1, data = ""1982-09-30"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 19 11 1982\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 3 12 1982\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 4 12 1982\nREDAÇÃO FINAL\nAPROVAÇÃO: 4 12 1982\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 2 12 1982\nEDUCAÇÃO\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 2 12 1982\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 2 12 1982\nEDUCAÇÃO\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. HIDELBRANDO CANABRAVA\nPUBLICAÇÃO: 4 12 1982\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: (NÃO CONSTA)\nSANCIONADO\nPUBLICAÇÃO DA LEI: 30 12 1982"")",list(),list(),N,"list(id = 311, nome = ""DEPUTADO JOÃO NAVARRO"", partido = ""PDS"")",EDUCAÇÃO,DELIBERAÇÃO DE PLENÁRIO,NULL,NA,NA,/legislacao/mineira/LEI/8389/1982,LEI 8389 1982 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,2106,1982,DEPUTADO CLEUBER CARNEIRO                  PFL,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO DAS SECRETARIAS DO
ESTADO DE MINAS GERAIS, COM SEDE EM BELO HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1982-10-02,000149559,PL. 2106 1982 - PROJETO DE LEI,2034,UTILIDADE PÚBLICA,LEI 8375 1982 - LEI ORDINÁRIA,20120131,1141,rosanacf,1982-09-30,"list(passo = 1, data = ""1982-09-30"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 6 10 1982\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 18 11 1982\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 1 12 1982\nREDAÇÃO FINAL\nAPROVAÇÃO: 2 12 1982\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ GERALDO DE OLIVEIRA\nPUBLICAÇÃO: 22 10 1982\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. LEÃO BORGES\nPUBLICAÇÃO: 26 11 1982\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: (NÃO CONSTA)\nSANCIONADO\nPUBLICAÇÃO DA LEI: 22 12 1982"")",list(),list(),N,"list(id = 2034, nome = ""DEPUTADO CLEUBER CARNEIRO"", partido = ""PFL"")",NA,DELIBERAÇÃO DE PLENÁRIO,NULL,NA,NA,/legislacao/mineira/LEI/8375/1982,LEI 8375 1982 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,2105,1982,DEPUTADO OTACÍLIO MIRANDA                  PDT,DÁ AO FÓRUM DE VIRGINÓPOLIS A DENOMINAÇÃO DE FÓRUM JOSÉ RABELLO CAMPOS.,"DENOMINAÇÃO, FÓRUM, COMARCA DE VIRGINÓPOLIS.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1982-10-01,000149560,PL. 2105 1982 - PROJETO DE LEI,2048,PRÓPRIO PÚBLICO,NA,20120503,1743,rosanacf,1982-09-29,"list(passo = 1, data = ""1982-09-29"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 6 10 1982\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 2048, nome = ""DEPUTADO OTACÍLIO MIRANDA"", partido = ""PDT"")",NA,NA,NULL,ARQUIVO,19830131,NA,NA
Remissivo,PROJETO DE LEI,PL,2104,1982,DEPUTADO JÉSUS TRINDADE                    PDS,"DECLARA DE UTILIDADE PÚBLICA O INSTITUTO PAROQUIAL DE
LIBERTAÇÃO E SAÚDE COMUNITÁRIA, IPALISC, COM SEDE EM
IGUATAMA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, IGUATAMA.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1982-10-01,000149561,PL. 2104 1982 - PROJETO DE LEI,1048,UTILIDADE PÚBLICA,NA,20120131,1141,rosanacf,1982-09-29,"list(passo = 1, data = ""1982-09-29"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 6 10 1982\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 1048, nome = ""DEPUTADO JÉSUS TRINDADE"", partido = ""PDS"")",NA,DELIBERAÇÃO DE PLENÁRIO,NULL,ARQUIVO,19830131,NA,NA
