dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,tema,indexacao,observacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,prazo,matricula,assuntoGeral,legislacaoCitada,norma,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,linksOrigem,acompanhamento,regime,local,arquivamento,autoresEstruturados,linkLegislacao.url,linkLegislacao.rotulo,proposicaoLei.descricao
Remissivo,PROJETO DE LEI,PL,2718,1986,DEPUTADO JOSÉ MARIA BORGES                 PMDB,INSTITUI A MEDALHA DO MÉRITO DA MÚSICA SERTANEJA.,CULTURA,"CRIAÇÃO, MEDALHA, MÚSICA.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1986-12-02,000146631,PL. 2718 1986 - PROJETO DE LEI,NA,2806,HOMENAGEM,NA,NA,20150327,1713,malves,1986-11-28,"list(passo = 1, data = ""1986-11-28"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,ARQUIVO,19870131,"list(id = 2806, nome = ""DEPUTADO JOSÉ MARIA BORGES"", partido = ""PMDB"")",NA,NA,NA
Remissivo,PROJETO DE LEI,PL,2717,1986,DEPUTADO JOÃO ROSA                         PMDB,"DÁ A DENOMINAÇÃO DE ESCOLA ESTADUAL VEREADOR JOAQUIM BORGES DA COSTA À
ESCOLA ESTADUAL DE CAREAÇU, DE PRIMEIRO GRAU, DO MUNICÍPIO DE CAREAÇU.",NA,"DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, CAREAÇU.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1986-12-02,000146632,PL. 2717 1986 - PROJETO DE LEI,NA,2803,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,NA,20120309,1512,rosanacf,1986-11-28,"list(passo = 1, data = ""1986-11-28"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,ARQUIVO,19870131,"list(id = 2803, nome = ""DEPUTADO JOÃO ROSA"", partido = ""PMDB"")",NA,NA,NA
Remissivo,PROJETO DE LEI,PL,2716,1986,DEPUTADO SÉRGIO EMÍLIO                     PMDB,"DÁ A DENOMINAÇÃO DE DEPUTADO RENATO AZEREDO AO POSTO DE SAÚDE DO
DISTRITO DE FECHADOS, NO MUNICÍPIO DE SANTANA DE PIRAPAMA.",NA,"DENOMINAÇÃO, POSTO DE SAÚDE, MUNICÍPIO, SANTANA DO PIRAPAMA.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1986-11-29,000146633,PL. 2716 1986 - PROJETO DE LEI,NA,2052,PRÓPRIO PÚBLICO,NA,NA,20120309,1513,rosanacf,1986-11-27,"list(passo = 1, data = ""1986-11-27"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,NA,ARQUIVO,19870131,"list(id = 2052, nome = ""DEPUTADO SÉRGIO EMÍLIO"", partido = ""PMDB"")",NA,NA,NA
Remissivo,PROJETO DE LEI,PL,2711,1986,DEPUTADO JOSÉ BONIFÁCIO FILHO              PDS,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO DA IGREJA DE SÃO
VICENTE, COM SEDE NO DISTRITO DE CORREIA DE ALMEIDA, MUNICÍPIO
DE BARBACENA.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BARBACENA.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1986-11-28,000146639,PL. 2711 1986 - PROJETO DE LEI,NA,1697,UTILIDADE PÚBLICA,NA,NA,20120123,0920,rosanacf,1986-11-26,"list(passo = 1, data = ""1986-11-26"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,ARQUIVO,19870131,"list(id = 1697, nome = ""DEPUTADO JOSÉ BONIFÁCIO FILHO"", partido = ""PDS"")",NA,NA,NA
Remissivo,PROJETO DE LEI,PL,2709,1986,DEPUTADO PAULO ARAÚJO                      PMDB,"DECLARA DE UTILIDADE PÚBLICA A SANTA CASA DE MISERICÓRDIA
PADRE EUSTÁQUIO, COM SEDE NA CIDADE DE IBIÁ.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, IBIÁ.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1986-11-27,000146640,PL. 2709 1986 - PROJETO DE LEI,NA,2810,UTILIDADE PÚBLICA,NA,NA,20120123,0921,rosanacf,1986-11-25,"list(passo = 1, data = ""1986-11-25"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA.\nDESARQUIVADO A REQUERIMENTO DO DEP. JOSÉ LAVIOLA.\nRECEBEU O NÚMERO PL 58 1987."")","list(expressao = ""(PL adj '58' adj 1987[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 58 1987"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+%2758%27+adj+1987%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 58, ano = 1987)",list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,ARQUIVO,19870131,"list(id = 2810, nome = ""DEPUTADO PAULO ARAÚJO"", partido = ""PMDB"")",NA,NA,NA
Remissivo,PROJETO DE LEI,PL,2708,1986,DEPUTADO PAULO ARAÚJO                      PMDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO COMERCIAL E INDUSTRIAL
DE CONTAGEM - ACIC -, COM SEDE NA CIDADE DE CONTAGEM.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, CONTAGEM.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1986-11-27,000146641,PL. 2708 1986 - PROJETO DE LEI,NA,2810,UTILIDADE PÚBLICA,NA,NA,20120123,0925,rosanacf,1986-11-25,"list(passo = 1, data = ""1986-11-25"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA.\nDESARQUIVADO A REQUERIMENTO DO DEP. RAIMUNDO ALBERGARIA.\nRECEBEU O NÚMERO PL 559 1987."")","list(expressao = ""(PL adj '559' adj 1987[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 559 1987"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+%27559%27+adj+1987%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 559, ano = 1987)",list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,ARQUIVO,19870131,"list(id = 2810, nome = ""DEPUTADO PAULO ARAÚJO"", partido = ""PMDB"")",NA,NA,NA
Remissivo,PROJETO DE LEI,PL,2699,1986,GOVERNADOR DO ESTADO,"DISPÕE SOBRE O INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO
ESTADO DE MINAS GERAIS - IPSEMG. (REGIME JURÍDICO DO
IPSEMG - REGULAMENTAÇÃO ATRAVÉS DE DECRETO).",ADMINISTRAÇÃO PÚBLICA,NA,"ERRATA PUBLICADA NO DL EM 19 12 1986, PÁG 88.",TRANSFORMADO EM NORMA JURÍDICA COM VETO PARCIAL,TNJVP,PROPOSIÇÕES APROVADAS,MAPRV,1986-11-22,000146652,PL. 2699 1986 - PROJETO DE LEI,NA,,INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS (IPSEMG),NA,LEI 9380 1986 - LEI ORDINÁRIA,20131011,1658,rosanacf,1986-11-21,"list(passo = 1, data = ""1986-11-21"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 28 11 1986, COM EMENDA 1\nREDAÇÃO FINAL\nAPROVAÇÃO: 28 11 1986\nCOMISSÕES:\nJUSTIÇA, SERVIÇO PÚBLICO E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 28 1 1986\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 2 12 1986\nVETADO PARCIALMENTE\nPUBLICAÇÃO DA LEI: 19 12 1986\nVETO PARCIAL MANTIDO."")",list(),list(),"list(descricao = ""MSG 1307 1986"")",N,DELIBERAÇÃO DE PLENÁRIO,NA,NA,NULL,/legislacao/mineira/LEI/9380/1986,LEI 9380 1986 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,2698,1986,GOVERNADOR DO ESTADO,"ACRESCENTA PARÁGRAFOS AO ARTIGO 1 DA LEI 9263, DE 11 DE SETEMBRO DE 1986,
E DÁ OUTRAS PROVIDÊNCIAS. (ESTATUTO DO MAGISTÉRIO).","ADMINISTRAÇÃO PÚBLICA
EDUCAÇÃO","ALTERAÇÃO, ESTATUTO DO MAGISTÉRIO.
ALTERAÇÃO, NORMAS, REAJUSTAMENTO, VENCIMENTOS, SERVIDOR, QUADRO DE
PESSOAL, MAGISTÉRIO.
NORMAS, EXERCÍCIO, CARGO EM COMISSÃO, DIRETOR, ESTABELECIMENTO DE
ENSINO, SERVIDOR, OCUPANTE, CARGO EFETIVO, QUADRO DE PESSOAL,
MAGISTÉRIO.
NORMAS, OPÇÃO, JORNADA DE TRABALHO, INSPETOR ESCOLAR, QUADRO DE
PESSOAL, MAGISTÉRIO.
NORMAS, VENCIMENTOS, DIRETOR, ESTABELECIMENTO DE ENSINO.
NORMAS, REAJUSTAMENTO, VENCIMENTOS, SERVIDOR, QUADRO DE PESSOAL,
MAGISTÉRIO, DIREITOS, APOSTILAMENTO, CARGO EM COMISSÃO, DIRETOR,
ESTABELECIMENTO DE ENSINO.
NORMAS, OPÇÃO, CLASSE, QUADRO PERMANENTE, SERVIDOR, OCUPANTE, CARGO
EFETIVO, QUADRO SUPLEMENTAR, ADMINISTRAÇÃO DIRETA, EXECUTIVO.
PRORROGAÇÃO, PRAZO, OPÇÃO, VENCIMENTOS, SERVIDOR, GARANTIA,
REMUNERAÇÃO, CARGO EM COMISSÃO, DIREITOS, APOSTILAMENTO, APOSENTADORIA.
ALTERAÇÃO, DENOMINAÇÃO, INSPETORIA DE FINANÇAS, ÓRGÃOS, ADMINISTRAÇÃO
DIRETA, EXECUTIVO, TRANSFORMAÇÃO, SUPERINTENDÊNCIA DE FINANÇAS.
EXTINÇÃO, CARGO EM COMISSÃO, DIRETOR, QUADRO PERMANENTE, ADMINISTRAÇÃO
DIRETA, EXECUTIVO, LOTAÇÃO, INSPETORIA DE FINANÇAS.
CRIAÇÃO, CARGO EM COMISSÃO, DIRETOR, QUADRO PERMANENTE, ADMINISTRAÇÃO
DIRETA, EXECUTIVO, LOTAÇÃO, SUPERINTENDÊNCIA DE FINANÇAS.
REVOGAÇÃO, NORMAS, READAPTAÇÃO, PESSOA COM DEFICIÊNCIA, SERVIDOR PÚBLICO
ESTADUAL.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1986-11-22,000146653,PL. 2698 1986 - PROJETO DE LEI,NA,,"EXECUTIVO
ORGANIZAÇÃO ADMINISTRATIVA
PESSOA COM DEFICIÊNCIA
PESSOAL",NA,LEI 9347 1986 - LEI ORDINÁRIA,20150803,1038,m17461,1986-11-21,"list(passo = 1, data = ""1986-11-21"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 28 11 1986, COM EMENDA 1\nREDAÇÃO FINAL\nAPROVAÇÃO: 29 11 1986\nCOMISSÕES:\nJUSTIÇA, SERVIÇO PÚBLICO E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. ADEMIR LUCAS\nPUBLICAÇÃO: 28 11 1986\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 2 12 1986\nSANCIONADO\nPUBLICAÇÃO DA LEI: 6 12 1986"")",list(),list(),"list(descricao = ""MSG 1306 1986"")",N,DELIBERAÇÃO DE PLENÁRIO,NA,NA,NULL,/legislacao/mineira/LEI/9347/1986,LEI 9347 1986 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,2697,1986,GOVERNADOR DO ESTADO,"CONCEDE PENSÃO ESPECIAL A JOÃO CESCHIATTI E DÁ OUTRAS
PROVIDÊNCIAS.",ADMINISTRAÇÃO PÚBLICA,NA,NA,TRANSFORMADO EM NORMA JURÍDICA COM VETO PARCIAL,TNJVP,PROPOSIÇÕES APROVADAS,MAPRV,1986-11-22,000146654,PL. 2697 1986 - PROJETO DE LEI,NA,,BENEFÍCIO PESSOAL,NA,LEI 9361 1986 - LEI ORDINÁRIA,20131011,1700,rosanacf,1986-11-21,"list(passo = 1, data = ""1986-11-21"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 28 11 1986, COM EMENDA 1\nREDAÇÃO FINAL\nAPROVAÇÃO: 29 11 1986\nCOMISSÕES:\nJUSTIÇA, AÇÃO SOCIAL E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. NEIF JABUR\nPUBLICAÇÃO: 28 11 1986\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 5 12 1986\nVETADO PARCIALMENTE\nPUBLICAÇÃO DA LEI: 12 12 1986\nVETO PARCIAL MANTIDO."")",list(),list(),"list(descricao = ""MSG 1305 1986"")",N,DELIBERAÇÃO DE PLENÁRIO,NA,NA,NULL,/legislacao/mineira/LEI/9361/1986,LEI 9361 1986 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,2696,1986,GOVERNADOR DO ESTADO,"ALTERA DISPOSIÇÕES DA LEI 7855, DE 17 DE NOVEMBRO DE 1980, E DÁ
OUTRAS PROVIDÊNCIAS. (ALTERA A LEI ORGÂNICA DO INSTITUTO DE PREVIDÊNCIA
DO LEGISLATIVO DO ESTADO DE MINAS GERAIS E DÁ OUTRAS PROVIDÊNCIAS.)",ADMINISTRAÇÃO PÚBLICA,"ALTERAÇÃO, LEI ORGÂNICA, INSTITUTO DE PREVIDÊNCIA DO LEGISLATIVO DO
ESTADO DE MINAS GERAIS (IPLEMG).
ALTERAÇÃO, OBJETIVO, NORMAS, RECEITA, CONCESSÃO, BENEFÍCIO, ASSOCIADO,
INSTITUTO DE PREVIDÊNCIA DO LEGISLATIVO DO ESTADO DE MINAS GERAIS
(IPLEMG).
ALTERAÇÃO, NORMAS, COMPOSIÇÃO, DIRETORIA, INSTITUTO DE PREVIDÊNCIA DO
LEGISLATIVO DO ESTADO DE MINAS GERAIS (IPLEMG).
ALTERAÇÃO, NORMAS, SERVIÇO, APOIO ADMINISTRATIVO, INSTITUTO DE
PREVIDÊNCIA DO LEGISLATIVO DO ESTADO DE MINAS GERAIS (IPLEMG).
NORMAS, PROVENTOS, APOSENTADORIA, DEPUTADO ESTADUAL, ASSOCIADO,
INSTITUTO DE PREVIDÊNCIA DO LEGISLATIVO DO ESTADO DE MINAS GERAIS
(IPLEMG).
ALTERAÇÃO, NORMAS, CONCESSÃO, PENSÃO ESPECIAL, VIÚVA, FILHO MENOR,
EX-DEPUTADO ESTADUAL.
AUTORIZAÇÃO, TRANSFORMAÇÃO, (PRELEGIS), ÓRGÃO AUTÔNOMO.
NORMAS, CONTAGEM, TEMPO, MANDATO ELETIVO, CONTRIBUIÇÃO, DEPUTADO
ESTADUAL, INSTITUTO DE PREVIDÊNCIA DO LEGISLATIVO DO ESTADO DE MINAS
GERAIS (IPLEMG), EFEITO, APOSENTADORIA, ESPECIFICAÇÃO, LEGISLATURA.
ALTERAÇÃO, NORMAS, DISPOSIÇÃO, INSTITUTO DE PREVIDÊNCIA DO LEGISLATIVO
DO ESTADO DE MINAS GERAIS (IPLEMG), SERVIDOR, QUADRO DE PESSOAL,
SECRETARIA, (ALMG).
AUTORIZAÇÃO, EXECUTIVO, ABERTURA, CRÉDITO SUPLEMENTAR.
REVOGAÇÃO, BENEFÍCIO, ABONO ESPECIAL, INSTITUTO DE PREVIDÊNCIA DO
LEGISLATIVO DO ESTADO DE MINAS GERAIS (IPLEMG)).",NA,TRANSFORMADO EM NORMA JURÍDICA COM VETO PARCIAL,TNJVP,PROPOSIÇÕES APROVADAS,MAPRV,1986-11-22,000146655,PL. 2696 1986 - PROJETO DE LEI,NA,,INSTITUTO DE PREVIDÊNCIA DO LEGISLATIVO DO ESTADO DE MINAS GERAIS (IPLEMG),NA,LEI 9379 1986 - LEI ORDINÁRIA,20160517,1417,malves,1986-11-21,"list(passo = 1, data = ""1986-11-21"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 27 11 1986, COM EMENDAS\nREDAÇÃO FINAL\nAPROVAÇÃO: 29 11 1986\nCOMISSÕES:\nJUSTIÇA, AÇÃO SOCIAL E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. ANTÔNIO ARAÚJO\nPUBLICAÇÃO: 26 11 1986\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JAIRO MAGALHÃES ALVES\nPUBLICAÇÃO: 2 12 1986\nVETADO PARCIALMENTE\nPUBLICAÇÃO DA LEI: 19 12 1986\nVETO PARCIAL MANTIDO."")",list(),list(),"list(descricao = ""MSG 1304 1986"")",N,DELIBERAÇÃO DE PLENÁRIO,NA,NA,NULL,/legislacao/mineira/LEI/9379/1986,LEI 9379 1986 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,2692,1986,DEPUTADO JOÃO NAVARRO                      PDS,"DECLARA DE UTILIDADE PÚBLICA A CONFERÊNCIA DE SÃO SEBASTIÃO,
DA CONFERÊNCIA DE SÃO VICENTE DE PAULO, COM SEDE NA CIDADE DE
BIQUINHAS.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BIQUINHAS.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1986-11-22,000146656,PL. 2692 1986 - PROJETO DE LEI,NA,311,UTILIDADE PÚBLICA,NA,NA,20120123,0926,rosanacf,1986-11-20,"list(passo = 1, data = ""1986-11-20"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 25 11 1986\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ADEMIR LUCAS\nPUBLICAÇÃO: 29 11 1986\nARQUIVADO, FINAL DE LEGISLATURA.\nDESARQUIVADO A REQUERIMENTO DO DEP. JAIME MARTINS.\nRECEBEU O NÚMERO PL 47 1987."")","list(expressao = ""(PL adj '47' adj 1987[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 47 1987"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+%2747%27+adj+1987%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 47, ano = 1987)",list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,ARQUIVO,19870131,"list(id = 311, nome = ""DEPUTADO JOÃO NAVARRO"", partido = ""PDS"")",NA,NA,NA
Remissivo,PROJETO DE LEI,PL,2691,1986,DEPUTADO GERALDO DA COSTA PEREIRA          PMDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO PRONAOS DIVINÓPOLIS
AMORC, COM SEDE EM DIVINÓPOLIS.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, DIVINÓPOLIS.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1986-11-22,000146657,PL. 2691 1986 - PROJETO DE LEI,NA,2036,UTILIDADE PÚBLICA,NA,NA,20120123,0926,rosanacf,1986-11-20,"list(passo = 1, data = ""1986-11-20"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 25 11 1986\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ADEMIR LUCAS\nPUBLICAÇÃO: 29 11 1986\nARQUIVADO, FINAL DE LEGISLATURA.\nDESARQUIVADO A REQUERIMENTO DO DEP. NINICO RESENDE.\nRECEBEU O NÚMERO PL 342 1987."")","list(expressao = ""(PL adj '342' adj 1987[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 342 1987"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+%27342%27+adj+1987%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 342, ano = 1987)",list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,ARQUIVO,19870131,"list(id = 2036, nome = ""DEPUTADO GERALDO DA COSTA PEREIRA"", partido = ""PMDB"")",NA,NA,NA
Remissivo,PROJETO DE LEI,PL,2690,1986,DEPUTADO EUCLIDES CINTRA                   PDS,"DÁ A DENOMINAÇÃO DE MOACYR PINTO DE CARVALHO À ESCOLA ESTADUAL CÓRREGO
DA FOICE, LOCALIZADA NO MUNICÍPIO DE GONÇALVES.
(EX-PREFEITO MUNICIPAL DE CONSOLAÇÃO).",NA,"DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, GONÇALVES.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1986-11-21,000146659,PL. 2690 1986 - PROJETO DE LEI,NA,295,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,NA,20120309,1515,rosanacf,1986-11-19,"list(passo = 1, data = ""1986-11-19"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 24 11 1986\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ARMANDO COSTA\nPUBLICAÇÃO: 2 12 1986\nARQUIVADO, FINAL DA LEGISLATURA."")",list(),list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,ARQUIVO,19870131,"list(id = 295, nome = ""DEPUTADO EUCLIDES CINTRA"", partido = ""PDS"")",NA,NA,NA
