dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,indexacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,assuntoGeral,norma,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,linksOrigem,acompanhamento,local,arquivamento,autoresEstruturados,regime,tema,legislacaoCitada,linkLegislacao.url,linkLegislacao.rotulo
Remissivo,PROJETO DE LEI,PL,467,1983,DEPUTADO EURÍPEDES CRAIDE                  PMDB,"DÁ A DENOMINAÇÃO DE PONTE EMÍDIO GONÇALVES RAMOS À PONTE SOBRE O RIO
UBERABA, NA RODOVIA CONCEIÇÃO DAS ALAGOAS / PLANURA (MG-427).","DENOMINAÇÃO, PONTE, RIO UBERABA, MUNICÍPIO, CONCEIÇÃO DAS ALAGOAS,
PLANURA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-12-02,000148915,PL. 467 1983 - PROJETO DE LEI,1187,PRÓPRIO PÚBLICO,LEI 8679 1984 - LEI ORDINÁRIA,20120309,1053,rosanacf,1983-11-28,"list(passo = 1, data = ""1983-11-28"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 13 3 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 20 8 1984\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 3 9 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 10 9 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JUAREZ HOSKEN\nPUBLICAÇÃO: 14 8 1984\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOSÉ MARIA CHAVES\nPUBLICAÇÃO: 31 8 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATORA: DEP. VERA COUTINHO\nPUBLICAÇÃO: 11 9 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 28 9 1984"")",list(),list(),NULL,N,NA,NA,"list(id = 1187, nome = ""DEPUTADO EURÍPEDES CRAIDE"", partido = ""PMDB"")",DELIBERAÇÃO DE PLENÁRIO,NA,NA,/legislacao/mineira/LEI/8679/1984,LEI 8679 1984 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,466,1983,DEPUTADO RONALDO CARVALHO                  PMDB,"DÁ À ESCOLA ESTADUAL DO BAIRRO SANTA ROSA, EM ITAJUBÁ, A DENOMINAÇÃO DE
ESCOLA ESTADUAL PADRE DONATO.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, ITAJUBÁ.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-12-02,000148916,PL. 466 1983 - PROJETO DE LEI,2814,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 8997 1985 - LEI ORDINÁRIA,20120425,1650,rosanacf,1983-11-28,"list(passo = 1, data = ""1983-11-28"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 13 3 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 20 9 1985\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 3 10 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: 14 10 1985\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JÉSUS TRINDADE\nPUBLICAÇÃO: 17 9 1985\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JACIEL PEREIRA\nPUBLICAÇÃO: 27 9 1985\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. CLODESMIDT RIANI\nPUBLICAÇÃO: 12 10 1985\nSANCIONADO\nPUBLICAÇÃO DA LEI: 31 10 1985"")",list(),list(),NULL,N,NA,NA,"list(id = 2814, nome = ""DEPUTADO RONALDO CARVALHO"", partido = ""PMDB"")",NA,NA,NA,/legislacao/mineira/LEI/8997/1985,LEI 8997 1985 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,465,1983,DEPUTADO DÊNIO MOREIRA                     PDS,"DECLARA DE UTILIDADE PÚBLICA O CONSELHO PARTICULAR DE SANTO
ANTÔNIO DE OURO BRANCO, COM SEDE NO MUNICÍPIO DE OURO BRANCO.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, OURO BRANCO.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-12-02,000148917,PL. 465 1983 - PROJETO DE LEI,246,UTILIDADE PÚBLICA,LEI 8595 1984 - LEI ORDINÁRIA,20120130,1120,rosanacf,1983-11-28,"list(passo = 1, data = ""1983-11-28"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 13 3 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 27 4 1984\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 29 5 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 6 6 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ MARIA CHAVES\nPUBLICAÇÃO: 30 3 1984\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOSÉ DA CONCEIÇÃO\nPUBLICAÇÃO: 16 5 1984\nREDAÇÃO\nREDAÇÃO FINAL\nPUBLICAÇÃO: 5 6 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 26 6 1984"")",list(),list(),NULL,N,NA,NA,"list(id = 246, nome = ""DEPUTADO DÊNIO MOREIRA"", partido = ""PDS"")",DELIBERAÇÃO DE PLENÁRIO,NA,NA,/legislacao/mineira/LEI/8595/1984,LEI 8595 1984 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,464,1983,DEPUTADO SÍLVIO MITRE                      PSDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO FEMININA DO MINISTÉRIO
PÚBLICO - AFEMP, COM SEDE EM BELO HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-12-02,000148918,PL. 464 1983 - PROJETO DE LEI,2815,UTILIDADE PÚBLICA,LEI 8613 1984 - LEI ORDINÁRIA,20120130,1120,rosanacf,1983-11-28,"list(passo = 1, data = ""1983-11-28"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 13 3 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 30 5 1984\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 26 6 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 28 6 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. PAULO ARAÚJO\nPUBLICAÇÃO: 26 5 1984\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 9 6 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JÉSUS TRINDADE\nPUBLICAÇÃO: 10 7 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 21 7 1984"")",list(),list(),NULL,N,NA,NA,"list(id = 2815, nome = ""DEPUTADO SÍLVIO MITRE"", partido = ""PSDB"")",DELIBERAÇÃO DE PLENÁRIO,NA,NA,/legislacao/mineira/LEI/8613/1984,LEI 8613 1984 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,463,1983,DEPUTADO GERALDO RIBEIRO                   PMDB,"DÁ À ESCOLA ESTADUAL DE RIBEIRÃO DA ONÇA, NO MUNICÍPIO DE MARLIÉRIA, A
DENOMINAÇÃO DE ESCOLA ESTADUAL MACRINA QUINTÃO.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, MARLIÉRIA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-12-02,000148919,PL. 463 1983 - PROJETO DE LEI,2797,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 8605 1984 - LEI ORDINÁRIA,20120425,1652,rosanacf,1983-11-28,"list(passo = 1, data = ""1983-11-28"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 13 3 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 27 4 1984\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 29 5 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 8 6 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ROBERTO JUNQUEIRA\nPUBLICAÇÃO: 6 4 1984\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOSÉ DA CONCEIÇÃO\nPUBLICAÇÃO: 16 5 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 9 6 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 27 6 1984"")",list(),list(),NULL,N,NA,NA,"list(id = 2797, nome = ""DEPUTADO GERALDO RIBEIRO"", partido = ""PMDB"")",NA,NA,NA,/legislacao/mineira/LEI/8605/1984,LEI 8605 1984 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,462,1983,DEPUTADO SAMIR TANNÚS                      PMDB,"DÁ A DENOMINAÇÃO DE ESCOLA ESTADUAL PROFESSOR ÁLVARO BRANDÃO DE
ANDRADE À ESCOLA ESTADUAL 15 DE NOVEMBRO, EM ITUIUTABA.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, ITUIUTABA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-12-02,000148920,PL. 462 1983 - PROJETO DE LEI,1463,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 8579 1984 - LEI ORDINÁRIA,20120425,1653,rosanacf,1983-11-28,"list(passo = 1, data = ""1983-11-28"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 13 3 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 27 4 1984\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 22 5 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 24 5 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ MARIA CHAVES\nPUBLICAÇÃO: 6 4 1984\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JACIEL PEREIRA\nPUBLICAÇÃO: 12 5 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. ALCYR NASCIMENTO\nPUBLICAÇÃO: 2 6 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 16 6 1984"")",list(),list(),NULL,N,NA,NA,"list(id = 1463, nome = ""DEPUTADO SAMIR TANNÚS"", partido = ""PMDB"")",NA,NA,NA,/legislacao/mineira/LEI/8579/1984,LEI 8579 1984 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,461,1983,DEPUTADO JOSÉ BONIFÁCIO                    PSDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO CULTURAL GRUPO
FOLCLÓRICO MOUROS E CRISTÃOS, DO MUNICÍPIO DE NOSSA SENHORA DOS
REMÉDIOS.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, NOSSA SENHORA DOS REMÉDIOS.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1983-12-02,000148921,PL. 461 1983 - PROJETO DE LEI,1697,UTILIDADE PÚBLICA,NA,20120130,1121,rosanacf,1983-11-28,"list(passo = 1, data = ""1983-11-28"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 13 3 1984\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,ARQUIVO,19870131,"list(id = 1697, nome = ""DEPUTADO JOSÉ BONIFÁCIO"", partido = ""PSDB"")",NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,460,1983,DEPUTADO AGOSTINHO PATRÚS                  PSDB,"DECLARA DE UTILIDADE PÚBLICA A FUNDAÇÃO EDUCACIONAL PARA O
DESENVOLVIMENTO DAS CIÊNCIAS AGRÁRIAS, COM SEDE NO MUNICÍPIO
DE UBERABA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, UBERABA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-12-02,000148922,PL. 460 1983 - PROJETO DE LEI,2790,UTILIDADE PÚBLICA,LEI 8644 1984 - LEI ORDINÁRIA,20120130,1121,rosanacf,1983-11-28,"list(passo = 1, data = ""1983-11-28"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 13 3 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 26 6 1984\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 20 8 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 23 8 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ BONIFÁCIO FILHO\nPUBLICAÇÃO: 26 5 1984\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JUAREZ HOSKEN\nPUBLICAÇÃO: 14 8 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ MARIA BORGES\nPUBLICAÇÃO: 28 8 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 13 9 1984"")",list(),list(),NULL,N,NA,NA,"list(id = 2790, nome = ""DEPUTADO AGOSTINHO PATRÚS"", partido = ""PSDB"")",DELIBERAÇÃO DE PLENÁRIO,NA,NA,/legislacao/mineira/LEI/8644/1984,LEI 8644 1984 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,459,1983,DEPUTADO PAULO ARAÚJO                      PMDB,"DÁ DENOMINAÇÃO DE ESCOLA ESTADUAL PROFESSOR PAULO MARIO DEL GIUDICE
À ESCOLA ESTADUAL ANEXA AO CENTRO DE TREINAMENTO DA COLÔNIA VAZ DE
MELO, NO MUNICÍPIO DE VIÇOSA.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, VIÇOSA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-12-02,000148923,PL. 459 1983 - PROJETO DE LEI,2810,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 8604 1984 - LEI ORDINÁRIA,20120425,1654,rosanacf,1983-11-28,"list(passo = 1, data = ""1983-11-28"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 13 3 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 27 4 1984\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 29 5 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 8 6 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ MARIA CHAVES\nPUBLICAÇÃO: 10 4 1984\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JACIEL PEREIRA\nPUBLICAÇÃO: 16 5 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 12 6 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 26 6 1984"")",list(),list(),NULL,N,NA,NA,"list(id = 2810, nome = ""DEPUTADO PAULO ARAÚJO"", partido = ""PMDB"")",NA,NA,NA,/legislacao/mineira/LEI/8604/1984,LEI 8604 1984 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,458,1983,DEPUTADO PAULO ARAÚJO                      PMDB,"DÁ DENOMINAÇÃO DE ESCOLA ESTADUAL MADRE SANTA FACE À ESCOLA ESTADUAL
ANEXA AO COLÉGIO NORMAL NOSSA SENHORA DO CARMO, NO MUNICÍPIO DE VIÇOSA.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, VIÇOSA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-12-02,000148924,PL. 458 1983 - PROJETO DE LEI,2810,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 8572 1984 - LEI ORDINÁRIA,20120425,1655,rosanacf,1983-11-28,"list(passo = 1, data = ""1983-11-28"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 16 3 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 24 4 1984\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 9 5 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 17 5 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ MARIA CHAVES\nPUBLICAÇÃO: 13 4 1984\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. SAMIR CECÍLIO\nPUBLICAÇÃO: 3 5 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 19 5 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 5 6 1984"")",list(),list(),NULL,N,NA,NA,"list(id = 2810, nome = ""DEPUTADO PAULO ARAÚJO"", partido = ""PMDB"")",NA,NA,NA,/legislacao/mineira/LEI/8572/1984,LEI 8572 1984 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,457,1983,DEPUTADO JOSÉ SANTANA                      PDS,"CONCEDE O TÍTULO DE CIDADÃO HONORÁRIO DE MINAS GERAIS A MARLOS
JACOB TENÓRIO DE MELO.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-12-02,000148925,PL. 457 1983 - PROJETO DE LEI,1680,NA,LEI 8640 1984 - LEI ORDINÁRIA,19980101,NA,Carga,1983-11-28,"list(passo = 1, data = ""1983-11-28"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 21 3 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 26 6 1984\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 20 8 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 23 8 1984\nCOMISSÕES:\nCONSELHO DA MEDALHA DA INCONFIDÊNCIA\nRELATOR: CONSELHEIRO GAMALIEL HERVAL\nPARECER FAVORÁVEL\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JACIEL PEREIRA\nPUBLICAÇÃO: 5 6 1984\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. ARMANDO COSTA\nPUBLICAÇÃO: 14 8 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. GERALDO RIBEIRO\nPUBLICAÇÃO: 28 8 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 12 9 1984"")",list(),list(),NULL,N,NA,NA,"list(id = 1680, nome = ""DEPUTADO JOSÉ SANTANA"", partido = ""PDS"")",DELIBERAÇÃO DE PLENÁRIO,NA,NA,/legislacao/mineira/LEI/8640/1984,LEI 8640 1984 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,456,1983,DEPUTADO JÉSUS TRINDADE                    PDS,"CONCEDE O TÍTULO DE CIDADÃO HONORÁRIO DO ESTADO DE MINAS GERAIS AO SR.
HERMANN VON TIESENHAUSEN.","CONCESSÃO HONORÍFICA, CIDADANIA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-12-02,000148926,PL. 456 1983 - PROJETO DE LEI,1048,"HOMENAGEM
INDÚSTRIA, COMÉRCIO E SERVIÇOS",LEI 8585 1984 - LEI ORDINÁRIA,20150902,1659,malves,1983-11-28,"list(passo = 1, data = ""1983-11-28"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 21 3 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 22 5 1984\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 29 5 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 6 6 1984\nCOMISSÕES:\nCONSELHO DA MEDALHA DA INCONFIDÊNCIA\nRELATOR: CONSELHEIRO JOSÉ GERALDO DE FARIA\nPARECER FAVORÁVEL\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ DA CONCEIÇÃO\nPUBLICAÇÃO: 17 5 1984\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOSÉ DA CONCEIÇÃO\nPUBLICAÇÃO: 26 5 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATORA: DEP. VERA COUTINHO\nPUBLICAÇÃO: 8 6 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 26 6 1984"")",list(),list(),NULL,N,NA,NA,"list(id = 1048, nome = ""DEPUTADO JÉSUS TRINDADE"", partido = ""PDS"")",DELIBERAÇÃO DE PLENÁRIO,"INDÚSTRIA, COMÉRCIO E SERVIÇOS",NA,/legislacao/mineira/LEI/8585/1984,LEI 8585 1984 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,455,1983,DEPUTADO DOMINGOS LANNA                    PFL,DISPÕE SOBRE CONTAGEM DE TEMPO DE SERVIÇO PÚBLICO.,NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1983-12-02,000148927,PL. 455 1983 - PROJETO DE LEI,1679,NA,NA,20100208,1046,moreka,1983-11-28,"list(passo = 1, data = ""1983-11-28"", local = ""PLENÁRIO"", historico = ""PROJETO SEM TRAMITAÇÃO\nARQUIVADO, FINAL DA LEGISLATURA."")",list(),list(),NULL,N,ARQUIVO,19870131,"list(id = 1679, nome = ""DEPUTADO DOMINGOS LANNA"", partido = ""PFL"")",NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,454,1983,DEPUTADO GERALDO PEREIRA SOBRINHO          PMDB,"AUTORIZA O PODER EXECUTIVO A CONCEDER GRATUIDADE DE SERVIÇOS DE
ÁGUA E ENERGIA ELÉTRICA À SOCIEDADE DE SÃO VICENTE DE PAULO.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1983-12-02,000148928,PL. 454 1983 - PROJETO DE LEI,74,NA,NA,20100203,1437,moreka,1983-11-28,"list(passo = 1, data = ""1983-11-28"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 22 11 1984\nARQUIVADO, FINAL DA LEGISLATURA."")",list(),list(),"list(expressao = ""(PL adj 1937 adj 1982[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 1937 1982"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+1937+adj+1982%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 1937, ano = 1982)",N,ARQUIVO,19870131,"list(id = 74, nome = ""DEPUTADO GERALDO PEREIRA SOBRINHO"", partido = ""PMDB"")",NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,445,1983,GOVERNADOR DO ESTADO,"ALTERA DISPOSITIVOS DA LEI NÚMERO 7399, DE 1 9 1978, QUE CONTÉM O
REGIMENTO DE CUSTAS E EMOLUMENTOS DO ESTADO DE MINAS GERAIS E DÁ OUTRAS
PROVIDÊNCIAS.","ALTERAÇÃO, REGIMENTO DE CUSTAS E EMOLUMENTOS.
ALTERAÇÃO, DISTRIBUIÇÃO, PERCENTAGEM, FUNDO JUDICIÁRIO.
ALTERAÇÃO, HIPÓTESE, OBRIGAÇÃO, FAZENDA PÚBLICA, PAGAMENTO, CUSTAS.
ALTERAÇÃO, TABELA, REGIMENTO DE CUSTAS E EMOLUMENTOS.
NORMAS, REQUISITOS, EFETIVAÇÃO, ESCREVENTE SUBSTITUTO.",TRANSFORMADO EM NORMA JURÍDICA COM VETO PARCIAL,TNJVP,PROPOSIÇÕES APROVADAS,MAPRV,1983-11-26,000148931,PL. 445 1983 - PROJETO DE LEI,,CARTÓRIO,LEI 8513 1983 - LEI ORDINÁRIA,20150325,1405,rosanacf,1983-11-25,"list(passo = 1, data = ""1983-11-25"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 23 12 1983\nEMENDAS\nPUBLICAÇÃO: 20 12 1983 E 23 12 1983\nREDAÇÃO FINAL\nAPROVAÇÃO: 23 12 1983\nCOMISSÕES:\nJUSTIÇA, ECONOMIA E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. FERNANDO RAINHO\nPUBLICAÇÃO: 23 12 1983\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. WAINER ÁVILA\nPUBLICAÇÃO: 29 12 1983\nSANCIONADO COM VETO PARCIAL\nPUBLICAÇÃO DA LEI: 31 12 1983\nMANTIDO O VETO."")",list(),list(),"list(descricao = ""MSG 169 1983"")",N,NA,NA,NULL,DELIBERAÇÃO DE PLENÁRIO,ADMINISTRAÇÃO PÚBLICA,NA,/legislacao/mineira/LEI/8513/1983,LEI 8513 1983 - LEI ORDINÁRIA
